"sample","site","species","ssd","per.N","per.C","ht","dbh","dbh2","dbh3","lma","type","C.N"
"sm_loninv_4","sm","loninv",0.460717488789238,4.7,44.2,1.32,1.612,NA,NA,0.0241603706053109,"shrub",9.4
"sm_loninv_5","sm","loninv",NA,4.9,46.2,2.21,2.573,NA,NA,0.03236736699773,"shrub",9.4
"sm_loninv_6","sm","loninv",0.418340248962656,3.3,47.9,2.15,2.01,NA,NA,0.0321721459460558,"shrub",14.7
"sm_loninv_7","sm","loninv",0.201459694989107,3,45.5,1.9,1.245,NA,NA,0.0382710673421279,"shrub",15
"sm_loninv_8","sm","loninv",0.702125603864734,3.8,45.4,1.34,0.902,NA,NA,0.0280291984081063,"shrub",11.8
"sm_loninv_9","sm","loninv",0.433884892086331,3.4,45.2,1.83,1.398,NA,NA,0.0228717106952648,"shrub",13.4
"sm_menfer_10","sm","menfer",0.441693548387097,4.4,48.6,1.1,1.382,1.372,0.939,0.0185598671131858,"shrub",11.2
"sm_menfer_11","sm","menfer",0.450841121495327,3.1,47.4,2.17,1.529,1.663,1.468,0.0195006228443094,"shrub",15.1
"sm_menfer_12","sm","menfer",0.474529914529915,3.4,46.9,2.21,1.847,1.72,1.98,0.0222091577490964,"shrub",14
"sm_menfer_13","sm","menfer",0.446734693877551,4.1,48.8,2.04,1.813,1.592,1.434,0.0216930540188555,"shrub",11.9
"sm_menfer_14","sm","menfer",0.453870967741935,4.4,47.8,1.79,2.498,1.839,1.784,0.0222094959034229,"shrub",10.9
"sm_menfer_4","sm","menfer",0.410060606060606,4,48.7,1.6,1.935,1.685,1.637,0.0200439308141005,"shrub",12.3
"sm_menfer_6","sm","menfer",0.430052083333333,3.5,45.2,1.9,1.233,0.997,0.934,0.0196992572051852,"shrub",12.9
"sm_menfer_7","sm","menfer",NA,4.4,46.9,2.01,1.78,1.255,1.323,0.0170052065550958,"shrub",10.7
"sm_menfer_8","sm","menfer",0.447041666666667,4.5,47.7,2.78,2.532,1.865,2.672,0.028231221333356,"shrub",10.6
"sm_menfer_9","sm","menfer",NA,3.8,48.3,2.68,3.023,3.151,2.584,0.0345886948794872,"shrub",12.7
"sm_popbal_1","sm","popbal",0.455320334261838,4,46.2,3.18,2,NA,NA,0.024543251150456,"tree",11.6
"sm_popbal_10","sm","popbal",0.462355072463768,2.9,47,15.87,15.9,NA,NA,0.0364639492830679,"tree",16.5
"sm_popbal_11","sm","popbal",0.501428571428571,2.5,48.8,14.17,12.8,23.3,NA,0.040083273417132,"tree",19.2
"sm_popbal_12","sm","popbal",0.479968944099379,2.6,47.4,13.1,25.5,24.4,23.3,0.0518172976725147,"tree",18.2
"sm_popbal_20","sm","popbal",0.422959770114943,3.8,48.4,19.37,28.2,NA,NA,0.0317548324600008,"tree",12.8
"sm_popbal_3","sm","popbal",0.457582159624413,3.5,46.9,19.37,37,NA,NA,0.0440300584741638,"tree",13.2
"sm_popbal_5","sm","popbal",0.502564102564103,3.2,46.9,27.17,88.9,NA,NA,0.0509302245835885,"tree",14.8
"sm_popbal_6","sm","popbal",0.388646153846154,3.4,45.8,18.45,53.2,NA,NA,0.0418144760331208,"tree",13.4
"sm_popbal_8","sm","popbal",0.524644670050761,2.7,48,8.11,11.1,NA,NA,0.0343608667083812,"tree",18
"sm_popbal_9","sm","popbal",0.460935251798561,3.4,46.2,23.41,53.4,NA,NA,0.0405350826903474,"tree",13.8
"sm_poptre_1","sm","poptre",NA,3.7,47.4,NA,NA,NA,NA,NA,NA,12.9
"sm_poptre_11","sm","poptre",0.453276515151515,4.7,36.4,6.77,10.9,NA,NA,0.0844408620230275,"tree",7.8
"sm_poptre_12","sm","poptre",0.420583190394511,4.3,38,6.38,13.7,NA,NA,0.0814677325280352,"tree",8.9
"sm_poptre_13","sm","poptre",0.49130890052356,4.1,38.6,12.97,27.4,NA,NA,0.0738648392883638,"tree",9.5
"sm_poptre_15","sm","poptre",0.503,6.2,38.4,5.6,8,NA,NA,0.042063153581905,"tree",6.2
"sm_poptre_16","sm","poptre",0.520027027027027,5.8,38.1,11.73,17.1,NA,NA,0.0415482484891999,"tree",6.5
"sm_poptre_17","sm","poptre",0.49113074204947,5.3,48,7.22,7.5,NA,NA,0.0326597243354274,"tree",9.1
"sm_poptre_18","sm","poptre",0.482639405204461,3.8,47.4,6.38,5.9,NA,NA,0.0451829314776454,"tree",12.4
"sm_poptre_19","sm","poptre",0.510561403508772,3.7,50.2,7.48,12.6,NA,NA,0.0448153895340926,"tree",13.5
"sm_poptre_2","sm","poptre",0.487567567567568,3,36.7,8.41,10.7,NA,NA,0.0532412677256634,"tree",12.3
"sm_poptre_3","sm","poptre",0.505205479452055,3,36.4,6.77,7.2,NA,NA,0.054431397559582,"tree",12.1
"sm_poptre_4","sm","poptre",0.505518207282913,5.6,38.7,13.52,26,8.8,119.2,0.0491096354174395,"tree",6.9
"sm_poptre_5","sm","poptre",0.488211678832117,5.4,37.5,5.35,9.5,NA,NA,0.0484221868069906,"tree",6.9
"sm_poptre_7","sm","poptre",0.494278606965174,4.9,34.8,6.38,7.2,NA,NA,0.0667342795283184,"tree",7.2
"sm_riblac_10","sm","riblac",0.532697674418605,3.7,48.5,1.13,0.613,NA,NA,NA,"shrub",13.1
"sm_riblac_11","sm","riblac",0.667155172413793,3.2,44.9,0.95,0.706,NA,NA,0.0188497448319134,"shrub",14.2
"sm_riblac_12","sm","riblac",0.583884892086331,2.3,45.5,1.03,0.934,NA,NA,0.0363694056784759,"shrub",20.2
"sm_riblac_12_02","sm","riblac",0.60632,3.5,43.9,0.76,0.597,NA,NA,0.0243417763922816,"shrub",12.6
"sm_riblac_2","sm","riblac",0.538848167539267,2.4,47.5,1.56,1.591,1.392,3.043,0.0550932024470008,"shrub",20
"sm_riblac_3","sm","riblac",0.518695652173913,2.3,47.3,1.91,1.315,1.479,1.553,0.0430491692487048,"shrub",20.5
"sm_riblac_5","sm","riblac",0.461927710843373,3.4,48.2,1.45,1.021,NA,NA,0.0262680546817296,"shrub",14.3
"sm_riblac_6","sm","riblac",0.616860465116279,2.5,45.9,1.13,0.838,NA,NA,0.0287995585864172,"shrub",18.6
"sm_riblac_7","sm","riblac",0.451570247933884,2.7,44.3,1.48,0.816,NA,NA,0.0227788876918812,"shrub",16.4
"sm_riblac_9","sm","riblac",NA,3.3,45.3,1.48,0.678,NA,NA,0.0313595790099922,"shrub",13.9
"sm_rubpar_1","sm","rubpar",0.263535353535354,4.9,46.3,0.87,0.87,NA,NA,0.0241895875334967,"shrub",9.5
"sm_rubpar_10","sm","rubpar",0.383272727272727,3.2,46,0.66,NA,NA,NA,0.0288797242193211,"shrub",14.5
"sm_rubpar_2","sm","rubpar",0.199285714285714,3.9,45.6,0.99,0.723,NA,NA,0.0288066348990105,"shrub",11.7
"sm_rubpar_3","sm","rubpar",0.25969696969697,4.1,45.9,0.9,0.703,NA,NA,0.0204016474797305,"shrub",11.3
"sm_rubpar_4","sm","rubpar",0.271911764705882,2.6,46,0.94,0.7,NA,NA,0.0315364803436325,"shrub",18
"sm_rubpar_5","sm","rubpar",0.295889212827988,3,45.9,1.02,0.92,NA,NA,0.0296816996218632,"shrub",15.2
"sm_rubpar_6","sm","rubpar",0.326,4.2,45.4,0.79,0.65,NA,NA,0.030552850702959,"shrub",10.8
"sm_rubpar_7","sm","rubpar",0.292151589242054,3.1,46.3,0.89,NA,NA,NA,0.0290074799298453,"shrub",14.9
"sm_rubpar_8","sm","rubpar",0.260348837209302,2.8,47.3,0.74,0.647,NA,NA,0.0261820232252018,"shrub",17.2
"sm_rubpar_9","sm","rubpar",0.258089887640449,2.6,45.9,0.8,0.602,NA,NA,0.0294411489621128,"shrub",17.9
"sm_samrac_10","sm","samrac",0.191456043956044,6,44.2,2.79,3.973,3.728,3.201,0.0221338857571019,"shrub",7.3
"sm_samrac_11","sm","samrac",0.249356725146199,5.7,44.1,2.76,2.535,3.319,2.42,0.0291732708117331,"shrub",7.8
"sm_samrac_2","sm","samrac",0.260693430656934,6.3,49.2,2.76,2.857,4.518,4.988,0.023546335110097,"shrub",7.8
"sm_samrac_3","sm","samrac",0.203179190751445,7.1,45.6,1.86,3.244,NA,NA,0.0314880015608564,"shrub",6.4
"sm_samrac_4","sm","samrac",0.265269461077844,6.5,44,1.87,3.972,NA,NA,0.0209866905045357,"shrub",6.8
"sm_samrac_5","sm","samrac",0.217171314741036,4.8,46.5,1.85,1.916,3.356,NA,0.0360869276528987,"shrub",9.6
"sm_samrac_6","sm","samrac",0.27414847161572,4.4,44,1.81,2.554,1.941,1.938,0.0300603234472383,"shrub",9.9
"sm_samrac_7","sm","samrac",0.225,4.8,45.6,2.08,4.739,3.948,2.963,0.0280519904816337,"shrub",9.4
"sm_samrac_8","sm","samrac",0.329666666666667,5,45.8,2.1,3.018,2.132,2.739,0.0298310635993111,"shrub",9.2
"sm_samrac_9","sm","samrac",0.245,4.3,46.3,0.45,1.843,1.948,NA,0.0342023513770009,"shrub",10.8
"sm_shecan_1","sm","shecan",0.545575757575758,6.7,33.9,1.25,2.468,NA,NA,0.0444041857605145,"shrub",5.1
"sm_shecan_10","sm","shecan",0.450234375,4.5,45.8,2.25,3.436,NA,NA,0.0363649163670965,"shrub",10.2
"sm_shecan_11","sm","shecan",0.528509316770186,3.1,46.9,1.64,1.768,NA,NA,0.0627819376515247,"shrub",15
"sm_shecan_12","sm","shecan",0.563818897637795,3.8,45.6,1.22,1.241,NA,NA,0.0530392151713836,"shrub",12.2
"sm_shecan_16","sm","shecan",0.456606060606061,4.2,45.9,1.74,26.7,NA,NA,0.0594767351051983,"shrub",11.1
"sm_shecan_5","sm","shecan",0.516046511627907,6.7,38.1,1.28,1.483,1.26,1.311,0.0389737795668929,"shrub",5.7
"sm_shecan_6","sm","shecan",0.554473684210526,5.7,36.6,1.36,2.627,NA,NA,0.0402088682269982,"shrub",6.4
"sm_shecan_7","sm","shecan",0.458230769230769,4.4,35.2,1.81,1.935,NA,NA,0.0641615684705137,"shrub",7.9
"sm_shecan_8","sm","shecan",0.539090909090909,4.1,45.5,1.38,2.125,NA,NA,0.0461584944250059,"shrub",11.1
"sm_shecan_9","sm","shecan",0.488068181818182,4.4,45.9,1.91,3.968,NA,NA,0.0411001538714078,"shrub",10.5
"sm_sorsco_1","sm","sorsco",0.515584415584416,3.7,46.5,5.56,3.8,NA,NA,0.0406624892431277,"shrub",12.5
"sm_sorsco_10","sm","sorsco",0.362272727272727,4.6,45.1,2.71,3.7,5.6,4.8,0.0624613497551043,"shrub",9.7
"sm_sorsco_11","sm","sorsco",0.356615384615385,3.4,44.2,5.09,6.3,NA,NA,0.0405808960320751,"shrub",13.2
"sm_sorsco_12","sm","sorsco",0.399968944099379,4,49.6,3.34,2.9,4,NA,0.0359442678397468,"shrub",12.5
"sm_sorsco_12_02","sm","sorsco",0.379692307692308,4.1,44.8,5.48,3.7,5.7,3.5,0.0554271054131717,"shrub",10.9
"sm_sorsco_4","sm","sorsco",0.434342379958246,3.7,46.3,2,1.74,NA,NA,0.0330075569343407,"shrub",12.7
"sm_sorsco_5","sm","sorsco",0.427198443579767,3.4,44.6,2.3,1.738,NA,NA,0.0277228727992252,"shrub",13.2
"sm_sorsco_6","sm","sorsco",0.492298850574713,4,46.8,4.5,2.1,NA,NA,0.0377697554950226,"shrub",11.7
"sm_sorsco_7","sm","sorsco",0.376943396226415,4,44.6,4.8,2.628,NA,NA,0.0368676481022497,"shrub",11.2
"sm_sorsco_9","sm","sorsco",0.382843137254902,4.3,46.1,5.6,6.1,6.9,6.6,0.0502214180523696,"shrub",10.7
"sm_spibet_1","sm","spibet",0.431975308641975,3,46.5,0.49,NA,NA,NA,0.0215606842943249,"shrub",15.6
"sm_spibet_10","sm","spibet",0.338313253012048,2.8,45.9,0.76,NA,NA,NA,0.0258478718598806,"shrub",16.6
"sm_spibet_2","sm","spibet",0.446744186046512,3,46.7,0.51,NA,NA,NA,0.0220445106372861,"shrub",15.8
"sm_spibet_3","sm","spibet",0.50013698630137,2.4,46,0.58,NA,NA,NA,0.0236938365103886,"shrub",19
"sm_spibet_4","sm","spibet",0.44304347826087,3.2,47.1,0.55,NA,NA,NA,0.0168185467060596,"shrub",14.7
"sm_spibet_5","sm","spibet",0.45775641025641,2.3,46.5,0.66,NA,NA,NA,0.0300020132300064,"shrub",20
"sm_spibet_6","sm","spibet",0.403650793650794,3.4,47.3,0.77,NA,NA,NA,0.024329771230696,"shrub",14.1
"sm_spibet_7","sm","spibet",0.300377358490566,3.4,47.4,0.9,NA,NA,NA,0.0184433602885549,"shrub",13.8
"sm_spibet_8","sm","spibet",0.517536231884058,3.8,46.6,0.65,NA,NA,NA,0.0177927522064027,"shrub",12.4
"sm_spibet_9","sm","spibet",0.493125,3.8,46.3,0.62,NA,NA,NA,0.0161198992451286,"shrub",12.3
"sm_spipyr_1","sm","spipyr",0.442573529411765,3.1,47.4,1.01,0.838,NA,NA,0.0247850418786046,"shrub",15.4
"sm_spipyr_10","sm","spipyr",0.345204081632653,3.7,48.4,1.04,0.513,NA,NA,0.022684400536152,"shrub",13.1
"sm_spipyr_2","sm","spipyr",0.420042918454936,2.9,47.3,0.87,0.674,NA,NA,0.0275092514467696,"shrub",16.4
"sm_spipyr_3","sm","spipyr",0.372372093023256,3.6,47.6,1,0.82,NA,NA,0.0216691255956303,"shrub",13.2
"sm_spipyr_4","sm","spipyr",0.526287425149701,3.6,46.6,0.68,0.562,NA,NA,0.0212378621582161,"shrub",13.1
"sm_spipyr_5","sm","spipyr",0.492016129032258,3.4,47.8,0.91,0.647,NA,NA,0.021411359483982,"shrub",14
"sm_spipyr_6","sm","spipyr",0.469117647058824,3.2,47.9,0.96,0.585,NA,NA,NA,"shrub",14.9
"sm_spipyr_7","sm","spipyr",0.409115044247788,4,48.4,0.73,0.625,NA,NA,0.0179199622125138,"shrub",12.1
"sm_spipyr_8","sm","spipyr",0.362989690721649,4.2,46.8,0.12,0.658,NA,NA,0.0186200951297215,"shrub",11.1
"sm_spipyr_9","sm","spipyr",0.446153846153846,3.8,48.9,1.36,0.972,NA,NA,0.0241721673764421,"shrub",12.9
"sm_symalb_11","sm","symalb",0.49679802955665,3.4,45.4,1.27,1.27,NA,NA,0.025129428084818,"shrub",13.2
"sm_symalb_12","sm","symalb",0.564007782101167,2.5,46.2,1.08,0.735,NA,NA,0.0747841029755869,"shrub",18.5
"sm_symalb_12_02","sm","symalb",0.493630136986301,NA,NA,0.88,0.748,NA,NA,0.0332010430169875,"shrub",NA
"sm_symalb_2","sm","symalb",0.0556906077348066,4.8,47.5,1.55,1.607,1.718,1.932,0.0345222812210016,"shrub",10
"sm_symalb_4","sm","symalb",0.521927710843374,3.2,47,1.39,1.14,NA,NA,0.0368881761928097,"shrub",14.7
"sm_symalb_5","sm","symalb",0.505324675324675,2.7,47,1.05,1.099,NA,NA,0.0599650232977755,"shrub",17.7
"sm_symalb_6","sm","symalb",0.556694214876033,3.1,46.5,1.39,1.217,NA,NA,0.0339778892989821,"shrub",15
"sm_symalb_7","sm","symalb",0.560716981132075,2.6,47.5,1.49,1.176,0.956,NA,0.0513384471156982,"shrub",18.6
"sm_symalb_8","sm","symalb",0.551666666666667,2.7,47.2,1.28,1.178,NA,NA,0.0412813705709999,"shrub",17.7
"sm_symalb_9","sm","symalb",0.497395833333333,2.5,45.9,1.14,0.915,NA,NA,0.0455457215073711,"shrub",18.7
"sm_vacmem_1","sm","vacmem",0.563318181818182,3.2,21.5,0.69,0.73,NA,NA,0.0177475557432802,"shrub",6.8
"sm_vacmem_10","sm","vacmem",0.56411320754717,2.7,36.9,0.57,0.772,NA,NA,0.0297736229006064,"shrub",13.8
"sm_vacmem_2","sm","vacmem",0.519565217391304,2.9,39,0.76,0.785,NA,NA,0.0138936574683624,"shrub",13.6
"sm_vacmem_3","sm","vacmem",0.525276595744681,2.7,36.9,0.65,0.692,NA,NA,0.0027638314724233,"shrub",13.5
"sm_vacmem_4","sm","vacmem",0.483222222222222,2.7,36.1,0.76,0.846,NA,NA,0.0278714178619512,"shrub",13.4
"sm_vacmem_5","sm","vacmem",0.531555555555556,2.8,36.5,0.56,0.665,NA,NA,0.0167429155294005,"shrub",13.1
"sm_vacmem_6","sm","vacmem",0.560333333333333,2.3,35.8,0.6,0.475,NA,NA,0.0156312167443563,"shrub",15.3
"sm_vacmem_7","sm","vacmem",0.524607329842932,2.8,35.2,0.47,0.44,NA,NA,0.0168043551359138,"shrub",12.6
"sm_vacmem_8","sm","vacmem",0.291158940397351,2.4,35.3,0.61,0.748,NA,NA,0.0173122222822728,"shrub",14.9
"sm_vacmem_9","sm","vacmem",0.503296296296296,2.3,37.1,0.55,0.878,NA,NA,0.0375485537733682,"shrub",15.9
"sm_vibedu_1","sm","vibedu",0.414220374220374,2.6,45.5,1.08,0.768,NA,NA,0.0307590982933727,"shrub",17.5
"sm_vibedu_10","sm","vibedu",0.451575875486381,2.9,48.4,1.43,8.73,NA,NA,0.0317797930288253,"shrub",16.7
"sm_vibedu_11","sm","vibedu",0.326925795053004,4.2,48,1.97,1.004,NA,NA,0.0258731667075159,"shrub",11.4
"sm_vibedu_12","sm","vibedu",0.456889580093313,3,47.6,1.6,1.37,NA,NA,0.0390926030135487,"shrub",15.9
"sm_vibedu_19","sm","vibedu",0.469411764705882,1.7,47.3,1.91,1.669,NA,NA,0.0364735030937123,"shrub",27.2
"sm_vibedu_20","sm","vibedu",0.405147540983607,2.3,46.7,1.94,1.913,NA,NA,0.0408111329629212,"shrub",20.2
"sm_vibedu_5","sm","vibedu",0.43798353909465,3.6,47.5,1.44,0.659,NA,NA,0.0280716024685496,"shrub",13.2
"sm_vibedu_7","sm","vibedu",0.467297297297297,2.7,47.6,2.35,1.72,NA,NA,0.0472632617989405,"shrub",18
"sm_vibedu_8","sm","vibedu",0.420574712643678,2.4,48.5,1.32,0.898,NA,NA,0.0443335166330325,"shrub",20.6
"sm_vibedu_9","sm","vibedu",0.478053097345133,2.9,49.6,1.76,1.26,NA,NA,0.0288087989719846,"shrub",17.2
