"","ind","site","sp","Latitude","Longitude","Elevation","Leaf.area","Fresh.mass","Dry.mass","Stem.volume","Stem.mass","ht","DBH","DBH.2","DBH.3","DBH.4","DBH.5","per.N","per.C","Stomatal.Length","stom_d","lma","wood.den","cn"
"176","POPTRE07_GR","GR","POPTRE",44.924341,-71.09822698,421,231.284,3.8,1.43,1.94,0.85,11,7.4,9.5,NA,NA,NA,3.279787266,48.42175755,20.3084,136.6044932,0.00618287473409315,2.28235294117647,14.7636885025945
"177","POPTRE08_GR","GR","POPTRE",NA,NA,NA,NA,NA,NA,NA,NA,4.5,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","PRUPEN01_GR","GR","PRUPEN",44.92319101,-71.09049601,436,227.616,2.9,0.8,0.91,0.47,2.2,1,1.4,NA,NA,NA,2.765964332,45.56069554,21.7782,201.4916275,0.00351469141009419,1.93617021276596,16.4719027692798
"179","PRUPEN02_GR","GR","PRUPEN",44.92462398,-71.09470398,421,NA,NA,NA,NA,NA,1.1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","PRUPEN03_GR","GR","PRUPEN",44.85514998,-71.05558597,376,300.436,3.39,0.92,1.5,0.65,3.5,2.2,2,1.3,NA,NA,3.656474311,45.62195673,NA,NA,0.00306221624572288,2.30769230769231,12.4770346649921
"181","PRUPEN04_GR","GR","PRUPEN",44.85509299,-71.05544399,379,234.397,2.76,0.9,1.37,0.74,9,7.3,NA,NA,NA,NA,2.567771963,45.55669144,NA,NA,0.00383963958583088,1.85135135135135,17.7417200968169
"182","PRUPEN05_GR","GR","PRUPEN",44.88084404,-71.10326098,456,157.092,2.21,0.76,0.98,0.46,2,1.4,1,NA,NA,NA,2.938049229,45.99064224,17.4786,204.9067398,0.00483792936623125,2.1304347826087,15.6534620952058
"183","PRUPEN06_GR","GR","PRUPEN",44.88082199,-71.10325998,455,179.664,2.45,0.8,1.35,0.76,2,2,1,NA,NA,NA,3.092040248,47.43734504,19.9638,242.4729755,0.00445275625612254,1.77631578947368,15.3417618256048
"184","PRUPEN07_GR","GR","PRUPEN",44.88072401,-71.10367698,455,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","PRUPEN08_GR","GR","PRUPEN",44.88040801,-71.10362803,426,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","PRUPEN09_GR","GR","PRUPEN",44.89827303,-71.07633898,448,231.476,3.54,1.13,1.42,0.76,2.3,1.6,1,NA,NA,NA,2.798367987,48.70855186,17.1482,157.0951672,0.00488171559902538,1.86842105263158,17.4060567038641
"187","PRUPEN10_GR","GR","PRUPEN",NA,NA,NA,NA,NA,NA,NA,NA,11,7.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","QUERUB01_GR","GR","QUERUB",44.85718,-71.05403398,385,254.122,3.69,1.41,1.4,0.74,9.5,12,3.5,NA,NA,NA,2.304766819,47.02900096,18.4184,505.4366249,0.00554851606708589,1.89189189189189,20.4051015366514
"189","RHAFRA01_GR","GR","RHAFRA",44.86426396,-71.05143299,394,219.328,2.87,0.59,1.65,0.68,2,1.125,NA,NA,NA,NA,3.100481881,32.47663192,15.1286,300.5298851,0.00269003501604902,2.42647058823529,10.4747046318894
"190","RHOPRI01_GR","GR","RHOPRI",44.874122,-71.05292497,387,53.623,0.59,0.16,0.41,0.18,0.7,NA,NA,NA,NA,NA,3.282380111,47.85125314,NA,NA,0.00298379426738526,2.27777777777778,14.5782180983974
"191","RHOPRI02_GR","GR","RHOPRI",44.86591201,-71.05156702,381,27.377,0.39,0.1,0.22,0.11,0.75,NA,NA,NA,NA,NA,2.395617384,48.87562845,NA,NA,0.00365270117251708,2,20.402101260591
"192","RHOPRI03_GR","GR","RHOPRI",44.86597898,-71.05165704,380,30.672,0.41,0.12,0.25,0.12,0.5,NA,NA,NA,NA,NA,2.487765851,49.21878828,13.7468,239.0578631,0.00391236306729264,2.08333333333333,19.7843331036221
"193","RHOPRI04_GR","GR","RHOPRI",NA,NA,NA,50.536,0.56,0.17,0.53,0.25,0.6,NA,NA,NA,NA,NA,2.059806655,46.60373602,13.9054,322.7281152,0.00336393857843913,2.12,22.6252963630705
"194","RHOPRI05_GR","GR","RHOPRI",NA,NA,NA,37.17,0.48,0.15,1.43,0.64,1,NA,NA,NA,NA,NA,2.348372763,45.45463312,13.9478,172.4631727,0.00403551251008878,2.234375,19.3557998270822
"195","RIBGLA01_GR","GR","RIBGLA",44.92358202,-71.09127101,446,202.037,1.92,0.47,0.55,0.24,0.3,NA,NA,NA,NA,NA,2.237402695,43.30489223,NA,NA,0.0023263065676089,2.29166666666667,19.3549834934833
"196","RIBGLA02_GR","GR","RIBGLA",44.923046,-71.09054999,428,107.183,1.15,0.36,1.68,0.89,NA,NA,NA,NA,NA,NA,2.258156381,44.72142581,NA,NA,0.00335874159148372,1.8876404494382,19.8043971561419
"197","RIBGLA03_GR","GR","RIBGLA",44.92304801,-71.09055804,429,176.458,1.93,0.46,0.36,0.13,NA,NA,NA,NA,NA,NA,2.767561147,44.36707962,NA,NA,0.00260685262215371,2.76923076923077,16.0311108819017
"198","RIBGLA04_GR","GR","RIBGLA",44.88043802,-71.10372903,450,103.304,1.31,0.4,0.56,0.29,NA,NA,NA,NA,NA,NA,1.727462994,44.97383844,NA,NA,0.00387206690931619,1.93103448275862,26.0346175844042
"199","RIBGLA05_GR","GR","RIBGLA",44.88666904,-71.07413798,409,44.058,0.47,0.14,0.39,0.2,0.15,NA,NA,NA,NA,NA,1.417324187,44.37178147,NA,NA,0.00317762948840165,1.95,31.3067270543941
"200","RIBGLA06_GR","GR","RIBGLA",44.88915604,-71.074344,466,77.804,0.89,0.27,0.2,0.13,NA,NA,NA,NA,NA,NA,1.866058192,45.39679239,NA,NA,0.00347025859852964,1.53846153846154,24.3276402550687
"201","SALLUC01_GR","GR","SALLUC",NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","SALLUC02_GR","GR","SALLUC",NA,NA,NA,NA,NA,NA,NA,NA,5,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","SAMRAC01_GR","GR","SAMRAC",44.92402903,-71.09292199,424,229.082,3.21,0.62,2.29,0.61,2,1.5,1,NA,NA,NA,4.523397888,50.25939305,32.4886,80.25513976,0.00270645445735588,3.75409836065574,11.1109821188474
"204","SAMRAC02_GR","GR","SAMRAC",44.92398997,-71.09301796,423,222.709,3.76,0.81,0.76,0.23,1.3,NA,NA,NA,NA,NA,4.354399785,47.31878603,33.797,104.1609261,0.00363703307904036,3.30434782608696,10.8668905857022
"205","SAMRAC03_GR","GR","SAMRAC",44.92307802,-71.09037297,432,147.781,2.43,0.47,1.01,0.26,2,1.8,2.2,NA,NA,NA,3.876915599,47.39724181,39.7108,46.10401646,0.00318038178114913,3.88461538461538,12.2255026192021
"206","SAMRAC04_GR","GR","SAMRAC",44.92417102,-71.09273197,415,192.135,3.38,0.76,0.91,0.25,2.1,1.8,1.5,NA,NA,NA,4.352608685,47.05207085,30.3572,107.5760384,0.00395555208577302,3.64,10.8100852282337
"207","SAMRAC05_GR","GR","SAMRAC",44.88024096,-71.09836897,450,163.253,2.75,0.62,3.76,0.8,7.5,3.6,3.7,1.7,4,NA,4.267272439,47.28429979,NA,NA,0.00379778625813921,4.7,11.080684551062
"208","SAMRAC06_GR","GR","SAMRAC",44.88020098,-71.09828398,453,244.592,5.01,1.1,1.75,0.5,2,1.3,NA,NA,NA,NA,4.891430797,45.29662983,NA,NA,0.00449728527507032,3.5,9.26040492237593
"209","SAMRAC07_GR","GR","SAMRAC",NA,NA,NA,NA,NA,NA,NA,NA,2,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","SAMRAC08_GR","GR","SAMRAC",NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","SAMRAC09_GR","GR","SAMRAC",NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","SORAME01_GR","GR","SORAME",44.92404001,-71.09228597,416,125.534,1.25,0.28,0.82,0.34,1.2,NA,NA,NA,NA,NA,2.322396712,44.68786272,24.4516,93.91558909,0.00223047142606784,2.41176470588235,19.2421314106649
"213","SORAME02_GR","GR","SORAME",44.92544901,-71.09716399,431,239.316,3.04,1,0.81,0.37,3,1.2,NA,NA,NA,NA,1.947632885,45.20710371,NA,NA,0.00417857560714704,2.18918918918919,23.211306431602
"214","SORAME03_GR","GR","SORAME",44.88003803,-71.09799203,453,108.128,1.02,0.25,1.09,0.5,3,2,NA,NA,NA,NA,2.401456744,42.94158186,26.364,126.3591562,0.0023120745782776,2.18,17.8814721386462
"215","SORAME04_GR","GR","SORAME",44.89894099,-71.07394502,428,114.42,1.36,0.42,1.86,0.97,4,1.5,1.9,2,NA,NA,2.337380945,45.46019664,24.743,184.4160658,0.00367068694284216,1.91752577319588,19.4492030651854
"216","SORAME05_GR","GR","SORAME",44.88005999,-71.1,361,147.248,1.54,0.39,1.23,0.55,7.5,3.6,1.7,3.7,NA,NA,2.797187886,43.87477378,NA,NA,0.00264859285015756,2.23636363636364,15.6853152409226
"217","SORAME06_GR","GR","SORAME",44.87972698,-71.10404796,442,147.571,1.55,0.42,1.35,0.61,2.5,1.5,NA,NA,NA,NA,2.848739341,44.28125114,24.0998,181.0009535,0.0028460876459467,2.21311475409836,15.5441568495543
"218","SORAME07_GR","GR","SORAME",44.865751,-71.05155797,380,119.182,1.37,0.46,1.15,0.56,1.5,NA,NA,NA,NA,NA,1.878930222,43.71123615,NA,NA,0.00385964323471665,2.05357142857143,23.2638954007947
"219","SORAME08_GR","GR","SORAME",NA,NA,NA,NA,NA,NA,NA,NA,2,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","SPIALB01_GR","GR","SPIALB",44.92404202,-71.09297002,428,79.036,0.79,0.33,0.42,0.23,1,NA,NA,NA,NA,NA,2.105344795,46.92056666,NA,NA,0.00417531251581558,1.82608695652174,22.2864049496463
"221","SPIALB02_GR","GR","SPIALB",44.92396298,-71.09288301,426,107.219,0.84,0.31,0.52,0.23,1.3,NA,NA,NA,NA,NA,2.692432561,46.78336651,14.861,534.4650797,0.00289127859800968,2.26086956521739,17.3758730999094
"222","SPIALB03_GR","GR","SPIALB",44.92409902,-71.09325903,418,131.437,1.02,0.33,0.32,0.14,1,NA,NA,NA,NA,NA,3.322671634,46.05707562,NA,NA,0.00251070855238631,2.28571428571429,13.8614586974862
"223","SPIALB04_GR","GR","SPIALB",44.92325798,-71.09059299,436,72.567,0.53,0.16,0.31,0.13,1.1,NA,NA,NA,NA,NA,3.642398633,46.05948299,15.0682,505.4366249,0.00220485895792854,2.38461538461538,12.6453712596701
"224","SPIALB05_GR","GR","SPIALB",44.92407496,-71.09395003,410,146.574,1.65,0.67,0.45,0.25,1.2,NA,NA,NA,NA,NA,2.699798341,48.93822469,NA,NA,0.00457106990325706,1.8,18.1266222542656
"225","SPIALB06_GR","GR","SPIALB",44.92433002,-71.093931,412,77.082,0.62,0.23,0.59,0.34,1.4,NA,NA,NA,NA,NA,2.623086312,46.94754315,12.7326,539.5877482,0.00298383539607172,1.73529411764706,17.8978262877688
"226","SPIALB07_GR","GR","SPIALB",44.88024297,-71.09962198,463,88.784,0.76,0.24,0.55,0.24,1.5,NA,NA,NA,NA,NA,2.827955083,47.09990017,NA,NA,0.00270318976392143,2.29166666666667,16.6551090054919
"227","SPIALB08_GR","GR","SPIALB",44.87926397,-71.10101103,446,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","SPIALB09_GR","GR","SPIALB",44.89824302,-71.07650301,420,67.716,0.61,0.26,0.32,0.2,1.2,NA,NA,NA,NA,NA,2.041757604,47.13726377,NA,NA,0.00383956524307402,1.6,23.0866111029309
"229","SPIALB10_GR","GR","SPIALB",44.89830396,-71.076156,419,96.109,0.97,0.4,0.52,0.25,1.2,NA,NA,NA,NA,NA,1.911023799,47.82870948,9.3544,642.0411181,0.00416194112934273,2.08,25.0277937433473
"230","ULMAME01_GR","GR","ULMAME",44.92397002,-71.09301201,421,267.276,2.55,0.73,2.38,1.47,3,1.7,NA,NA,NA,NA,2.500007146,42.13145752,NA,NA,0.00273125907301815,1.61904761904762,16.8525348367144
"231","ULMAME02_GR","GR","ULMAME",44.92359099,-71.09104704,281,318.664,5.39,1.34,0.79,0.43,4.5,4.1,NA,NA,NA,NA,3.287945161,43.12958791,21.3714,286.0708548,0.00420505610925614,1.83720930232558,13.1174900425902
"232","ULMAME03_GR","GR","ULMAME",44.924225,-71.09305803,400,189.53,2.41,0.74,0.78,0.57,8,8.2,11.2,NA,NA,NA,2.400399486,43.49998209,23.17,166.1609157,0.00390439508257268,1.36842105263158,18.121976089275
"233","ULMAME04_GR","GR","ULMAME",44.92409801,-71.09287304,405,261.466,3.7,1.01,0.78,0.41,17,26.6,NA,NA,NA,NA,4.474435048,44.75673935,22.0726,315.19184,0.00386283493838587,1.90243902439024,10.002768812122
"234","ULMAME05_GR","GR","ULMAME",44.92522001,-71.09773496,396,264.25,4.06,1.21,1.48,0.81,14,14.3,NA,NA,NA,NA,2.802512231,44.23008753,NA,NA,0.00457899716177862,1.82716049382716,15.7822995527901
"235","ULMAME06_GR","GR","ULMAME",44.92530802,-71.09783504,415,299.676,4.34,1.27,3.27,1.79,14,21.3,NA,NA,NA,NA,2.844577951,44.36629687,24.5558,226.1158852,0.00423791027643188,1.8268156424581,15.5967941938111
"236","ULMAME07_GR","GR","ULMAME",NA,NA,NA,NA,NA,NA,NA,NA,3.5,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","ULMAME08_GR","GR","ULMAME",NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","ULMAME09_GR","GR","ULMAME",NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4,2.8,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","ULMAME10_GR","GR","ULMAME",NA,NA,NA,NA,NA,NA,NA,NA,5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","ULMAME11_GR","GR","ULMAME",NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","ULMAME12_GR","GR","ULMAME",NA,NA,NA,NA,NA,NA,NA,NA,7,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","ULMAME13_GR","GR","ULMAME",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","VACMYR01_GR","GR","VACMYR",44.92358797,-71.090637,423,137.091,1.21,0.32,0.05,0.09,0.3,NA,NA,NA,NA,NA,2.534835551,46.93957035,NA,NA,0.00233421595874273,0.555555555555556,18.517797074245
"244","VACMYR02_GR","GR","VACMYR",44.92354296,-71.09069299,420,119.734,1.07,0.25,0.11,0.11,0.3,NA,NA,NA,NA,NA,2.75458265,46.73151195,16.1986,205.5598957,0.00208796164832044,1,16.9650062778113
"245","VACMYR03_GR","GR","VACMYR",44.92367799,-71.09070799,436,189.879,1.75,0.49,0.12,0.09,0.3,NA,NA,NA,NA,NA,2.615073373,47.45069279,14.5968,256.9498696,0.00258059079729723,1.33333333333333,18.145071293187
"246","VACMYR04_GR","GR","VACMYR",44.87429299,-71.05352101,396,84.138,0.88,0.25,0.36,0.24,0.4,NA,NA,NA,NA,NA,2.351109653,47.15155476,13.8244,327.1828339,0.00297130903991062,1.5,20.0550215511365
"247","VACMYR05_GR","GR","VACMYR",44.87411697,-71.05296001,389,43.809,0.48,0.16,0.68,0.44,0.5,NA,NA,NA,NA,NA,2.190627754,47.32824234,NA,NA,0.00365221758086238,1.54545454545455,21.6048766174812
"248","VACMYR06_GR","GR","VACMYR",44.88047599,-71.09907598,475,82.944,0.79,0.22,0.23,0.13,0.7,NA,NA,NA,NA,NA,2.02403976,47.05252317,16.5968,395.7027992,0.00265239197530864,1.76923076923077,23.2468373892023
"249","VACMYR07_GR","GR","VACMYR",44.87987501,-71.10028298,444,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","VIBCAS01_GR","GR","VIBCAS",44.923938,-71.09309097,423,216.025,3.39,0.81,0.88,0.49,2.5,1.6,1.4,NA,NA,NA,2.543796104,46.76484721,NA,NA,0.00374956602245111,1.79591836734694,18.3838819221653
"251","VIBCAS02_GR","GR","VIBCAS",44.92358001,-71.09029602,440,317.949,4.56,1.02,1.21,0.7,1.5,NA,NA,NA,NA,NA,2.450700857,45.73279779,NA,NA,0.00320806167026787,1.72857142857143,18.6611098043126
"252","VIBCAS03_GR","GR","VIBCAS",44.92328497,-71.09061101,436,267.134,4.57,1.15,0.68,0.4,1.1,NA,NA,NA,NA,NA,2.255034555,46.68923502,31.1396,94.21495218,0.00430495556537169,1.7,20.7044432718238
"253","VIBCAS04_GR","GR","VIBCAS",44.92318204,-71.09054396,437,243.064,4.42,1.18,0.76,0.4,2.4,1.2,1.3,1.2,NA,NA,2.161589994,46.99765665,35.8898,104.492947,0.00485468847710891,1.9,21.7421697826383
"254","VIBCAS05_GR","GR","VIBCAS",44.92305798,-71.09048604,435,142.657,2.32,0.6,0.74,0.39,1.4,NA,NA,NA,NA,NA,2.587655662,45.72177413,32.9066,89.07595479,0.00420589245532992,1.8974358974359,17.6691879068105
"255","VIBCAS06_GR","GR","VIBCAS",44.92351002,-71.08968498,434,287.653,4.27,0.99,0.96,0.55,1.3,NA,NA,NA,NA,NA,2.542020711,46.86612601,30.3698,75.37196174,0.00344164670627457,1.74545454545455,18.4365634029643
"256","VIBCAS07_GR","GR","VIBCAS",44.880434,-71.09901597,478,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","VIBCAS08_GR","GR","VIBCAS",44.88032201,-71.09927698,472,NA,NA,NA,NA,NA,1.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","VIBCAS09_GR","GR","VIBCAS",44.87966898,-71.10057098,433,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","VIBCAS10_GR","GR","VIBCAS",44.88057003,-71.103681,407,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","VIBCAS11_GR","GR","VIBCAS",44.880378,-71.10365602,406,NA,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","VIBCAS12_GR","GR","VIBCAS",44.88025303,-71.09978803,451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","VIBLAN01_GR","GR","VIBLAN",44.92394999,-71.092363,434,262.845,2.94,0.88,1.37,0.66,1,1.4,1,NA,NA,NA,2.144575407,47.23326909,23.8954,75.37196174,0.00334798074911069,2.07575757575758,22.0245317258737
"263","VIBLAN02_GR","GR","VIBLAN",44.92406197,-71.09242,425,273.55,2.59,0.75,1.1,0.44,2,1.4,NA,NA,NA,NA,2.032368093,45.74300956,24.959,29.12098522,0.00274172911716322,2.5,22.5072464567569
"264","VIBLAN03_GR","GR","VIBLAN",44.92474803,-71.09610099,424,393.744,5.27,1.82,0.96,0.38,1.2,NA,NA,NA,NA,NA,2.415410737,47.73977985,NA,NA,0.00462229265715795,2.52631578947368,19.7646632594231
"265","VIBLAN04_GR","GR","VIBLAN",44.92516302,-71.09672503,427,263.793,3.54,1.07,1.22,0.58,1.3,NA,NA,NA,NA,NA,2.134123614,45.77277043,28.264,56.52897131,0.00405621074099768,2.10344827586207,21.4480408396812
"266","VIBLAN05_GR","GR","VIBLAN",44.92538799,-71.09714303,426,282.765,3.96,1.28,1.24,0.5,1.2,NA,NA,NA,NA,NA,1.763141546,45.05860917,NA,NA,0.00452672714091207,2.48,25.5558660461626
"267","VIBLAN06_GR","GR","VIBLAN",44.92507601,-71.097871,454,169.233,2.01,0.6,1.29,0.56,3,1.4,NA,NA,NA,NA,1.920064398,46.08228075,24.411,104.492947,0.00354540781053341,2.30357142857143,24.0003829027822
"268","VIBLAN07_GR","GR","VIBLAN",44.89866396,-71.074042,425,323.321,3.62,0.9,1.11,0.48,2,1.3,NA,NA,NA,NA,2.058705017,46.27448638,NA,NA,0.00278361133362819,2.3125,22.4774729734872
"269","VIBLAN08_GR","GR","VIBLAN",44.89875197,-71.07401904,432,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","ACEPEN01_WM","WM","ACEPEN",44.00019201,-71.37700204,396,286.386,2.88,0.891,1.86,0.814,NA,1.7,4.6,1,NA,NA,2.932542291,46.03634936,16.79053333,140.5887909,0.00311118560264817,2.28501228501229,15.6984434636411
"271","ACEPEN02_WM","WM","ACEPEN",43.99870003,-71.37489097,385,NA,2.61,0.701,0.21,1.106,NA,7.3,NA,NA,NA,NA,2.469078039,45.86526473,NA,NA,NA,0.189873417721519,18.5758667832856
"272","ACEPEN03_WM","WM","ACEPEN",43.99981298,-71.37555096,387,253.062,3.38,1.043,2.06,0.98,NA,6.4,NA,NA,NA,NA,2.110933814,45.38881028,14.83426667,159.3719088,0.00412151962760114,2.10204081632653,21.5017685438431
"273","ACEPEN04_WM","WM","ACEPEN",44.00766003,-71.37904597,393,233.131,2.23,0.65,7.61,0.788,NA,14,NA,NA,NA,NA,1.710568877,44.98652627,NA,NA,0.00278813199445805,9.65736040609137,26.299160983741
"274","ACEPEN04_WM-2","WM","ACEPEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","ACEPEN05_WM","WM","ACEPEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","ACEPEN06_WM","WM","ACEPEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","ACEPEN07_WM","WM","ACEPEN",43.99879902,-71.37510798,396,285.927,3.1,0.966,3.72,1.822,NA,8.4,NA,NA,NA,NA,2.594174066,46.55923682,NA,NA,0.00337848471812735,2.0417124039517,17.9476147843041
"278","ACEPEN08_WM","WM","ACEPEN",43.99923404,-71.37532298,394,288.773,2.68,0.77,2.89,1.418,NA,9.3,NA,NA,NA,NA,2.214867435,44.59151267,NA,NA,0.00266645427377213,2.03808180535966,20.1328133527775
"279","ACEPEN09_WM","WM","ACEPEN",44.00054396,-71.37212704,392,312.183,4.59,1.623,4.09,2.175,NA,6.5,NA,NA,NA,NA,2.385746464,47.63093826,NA,NA,0.00519887373751934,1.88045977011494,19.9647946580798
"280","ACEPEN09_WM-2","WM","ACEPEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","ACERUB01_WM","WM","ACERUB",43.99793199,-71.37242602,356,335.908,5.53,2.845,2.72,1.467,7,5,2,6.5,NA,NA,1.654895899,47.69815194,16.18526667,50.37290687,0.00846958095669052,1.85412406271302,28.8224485714313
"282","ACERUB02_WM","WM","ACERUB",43.99917402,-71.37545097,387,213.489,3.04,1.32,4.27,2.468,NA,4.6,3.7,21.3,NA,NA,2.229472211,47.5110414,15.49,17.07556165,0.00618298835068786,1.73014586709887,21.3104434159731
"283","ACERUB03_WM","WM","ACERUB",43.999616,-71.37543697,386,242.129,2.31,0.924,2.56,1.382,NA,6.4,NA,NA,NA,NA,2.006689541,44.71062665,18.9086,174.1707288,0.00381614759074708,1.85238784370478,22.2807891985719
"284","ACERUB04_WM","WM","ACERUB",43.99981298,-71.37469098,387,251.233,2.83,1.198,4.43,2.287,NA,14,NA,NA,NA,NA,2.156514381,44.63759644,18.1004,208.3218522,0.00476848184752799,1.93703541757761,20.698956071557
"285","ACERUB05_WM","WM","ACERUB",44.00101402,-71.37855101,396,240.035,2.24,0.832,2.41,1.307,NA,14.1,17,4.7,3.8,NA,2.004005099,48.1019825,15.4446,64.88713428,0.00346616118482721,1.84391736801836,24.0029242061325
"286","ACERUB06_WM","WM","ACERUB",43.99902198,-71.37558399,387,287.026,3.47,1.364,4.22,2.044,4.5,3.7,NA,NA,NA,NA,2.055871101,48.41349015,17.9244,134.896937,0.00475218272909075,2.06457925636008,23.5488937640356
"287","ACESAC01_WM","WM","ACESAC",43.99893003,-71.37542498,391,287.662,2.36,0.956,3.27,2.062,NA,7.5,NA,NA,NA,NA,2.128564707,45.01642851,NA,NA,0.0033233447587794,1.58583899127061,21.1487244723916
"288","ACESAC02_WM","WM","ACESAC",43.99877597,-71.37528299,384,204.24,1.51,0.586,3.5,2.06,NA,6.9,NA,NA,NA,NA,2.02008085,46.40224096,NA,NA,0.00286917352134743,1.69902912621359,22.9704870277841
"289","ACESAC03_WM","WM","ACESAC",43.99906799,-71.37554401,386,237.432,2.55,1.038,2.11,1.328,NA,24.7,NA,NA,NA,NA,1.865114173,47.17418716,NA,NA,0.00437177802486607,1.58885542168675,25.2929219255898
"290","ACESAC04_WM","WM","ACESAC",43.99837498,-71.37388296,394,283.686,2.49,0.943,3.92,2.525,NA,9.8,NA,NA,NA,NA,2.425803677,46.90708269,NA,NA,0.00332409777006973,1.55247524752475,19.3367184388187
"291","ACESAC05_WM","WM","ACESAC",43.99858997,-71.37504302,396,276.164,2.44,0.939,3.22,1.74,NA,5.5,NA,NA,NA,NA,2.176060866,46.52141526,NA,NA,0.00340015353195927,1.85057471264368,21.378728870537
"292","ACESAC06_WM","WM","ACESAC",43.99930998,-71.37533303,390,263.611,1.95,0.846,3.26,1.978,NA,9.5,NA,NA,NA,NA,2.239953001,45.2031984,NA,NA,0.00320927427155923,1.64812942366026,20.1804227052173
"293","ACESPI01_WM","WM","ACESPI",NA,NA,NA,NA,NA,NA,NA,NA,3.5,2,1.7,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","ACESPI02_WM","WM","ACESPI",NA,NA,NA,NA,NA,NA,NA,NA,5,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","ALNINC01_WM","WM","ALNINC",43.99797298,-71.37243398,340,258.179,4,1.576,2.8,1.351,2.5,3.3,1.3,NA,NA,NA,2.935200464,49.76729752,11.8938,71.71735894,0.00610429198346883,2.07253886010363,16.9553317159737
"296","ALNINC02_WM","WM","ALNINC",43.99759797,-71.37254798,382,313.174,5.77,2.462,4.49,2.373,5,2.2,2,2.5,2.9,NA,2.307323378,47.0597344,14.362,64.88713428,0.00786144443663906,1.8921196797303,20.3958122423185
"297","ALNINC03_WM","WM","ALNINC",43.99830599,-71.37373896,391,240.45,3.84,1.604,2.62,4.269,4.1,1.6,1,3.3,3.4,2.6,2.542307448,52.18845833,16.2924,126.3591562,0.00667082553545436,0.613726868118997,20.5279886077728
"298","ALNINC04_WM","WM","ALNINC",43.99866197,-71.37530001,392,140.939,2,0.845,1.83,0.85,3.5,2.9,1.9,NA,NA,NA,2.438596379,47.7745429,16.1942,129.7742686,0.00599550159998297,2.15294117647059,19.5910005080837
