site,species,indiv.no,date.x,stem.wt,dist.top,dist.btm,ht,dbh,dbh2,dbh3,date.y,collected.by,leaf.no,area,
kl,loninv,2,29-Jul,NA,NA,NA,161,1.102,NA,NA,29-Jul-19,slh,5,22.558,
kl,loninv,3,26-Jul,NA,NA,NA,205.3,1.256,0.968,NA,26-Jul-19,slh,1,21.784,
kl,loninv,3,26-Jul,NA,NA,NA,205.3,1.256,0.968,NA,26-Jul-19,slh,2,25.794,
kl,loninv,3,26-Jul,NA,NA,NA,205.3,1.256,0.968,NA,26-Jul-19,slh,3,47.505,
kl,loninv,3,26-Jul,NA,NA,NA,205.3,1.256,0.968,NA,26-Jul-19,slh,4,62.012,
kl,loninv,3,26-Jul,NA,NA,NA,205.3,1.256,0.968,NA,26-Jul-19,slh,5,58.081,
kl,loninv,4,26-Jul,NA,NA,NA,139,1.225,NA,NA,26-Jul-19,slh,1,30.62,
kl,loninv,4,26-Jul,NA,NA,NA,139,1.225,NA,NA,26-Jul-19,slh,2,24.334,
kl,loninv,4,26-Jul,NA,NA,NA,139,1.225,NA,NA,26-Jul-19,slh,3,23.515,
kl,loninv,4,26-Jul,NA,NA,NA,139,1.225,NA,NA,26-Jul-19,slh,4,46.053,
kl,loninv,4,26-Jul,NA,NA,NA,139,1.225,NA,NA,26-Jul-19,slh,5,31.145,
kl,loninv,5,24-Jul,NA,NA,NA,102.2,0.761,NA,NA,24-Jul-19,my,1,53.254,
kl,loninv,5,24-Jul,NA,NA,NA,102.2,0.761,NA,NA,24-Jul-19,my,2,59.21,
kl,loninv,5,24-Jul,NA,NA,NA,102.2,0.761,NA,NA,24-Jul-19,my,3,52.963,
kl,loninv,5,24-Jul,NA,NA,NA,102.2,0.761,NA,NA,24-Jul-19,my,4,44.648,
kl,loninv,5,24-Jul,NA,NA,NA,102.2,0.761,NA,NA,24-Jul-19,my,5,49.503,
kl,loninv,6,25-Jul,NA,NA,NA,130.4,1.494,NA,NA,25-Jul-19,slh,1,42.514,
kl,loninv,6,25-Jul,NA,NA,NA,130.4,1.494,NA,NA,25-Jul-19,slh,2,37.341,
kl,loninv,6,25-Jul,NA,NA,NA,130.4,1.494,NA,NA,25-Jul-19,slh,3,39.083,
kl,loninv,6,25-Jul,NA,NA,NA,130.4,1.494,NA,NA,25-Jul-19,slh,4,50.004,
kl,loninv,6,25-Jul,NA,NA,NA,130.4,1.494,NA,NA,25-Jul-19,slh,5,27.918,
kl,loninv,7,25-Jul,NA,NA,NA,140,1.879,NA,NA,25-Jul-19,slh,1,17.968,
kl,loninv,7,25-Jul,NA,NA,NA,140,1.879,NA,NA,25-Jul-19,slh,2,20.385,
kl,loninv,7,25-Jul,NA,NA,NA,140,1.879,NA,NA,25-Jul-19,slh,3,19.963,
kl,loninv,7,25-Jul,NA,NA,NA,140,1.879,NA,NA,25-Jul-19,slh,4,19.968,
kl,loninv,7,25-Jul,NA,NA,NA,140,1.879,NA,NA,25-Jul-19,slh,5,20.731,
kl,loninv,9,26-Jul,NA,NA,NA,167.8,1.234,1.177,0.975,26-Jul-19,slh,1,48.428,
kl,loninv,9,26-Jul,NA,NA,NA,167.8,1.234,1.177,0.975,26-Jul-19,slh,2,49.96,
kl,loninv,9,26-Jul,NA,NA,NA,167.8,1.234,1.177,0.975,26-Jul-19,slh,3,63.516,
kl,loninv,9,26-Jul,NA,NA,NA,167.8,1.234,1.177,0.975,26-Jul-19,slh,4,68.18,
kl,loninv,9,26-Jul,NA,NA,NA,167.8,1.234,1.177,0.975,26-Jul-19,slh,5,68.012,
kl,loninv,10,26-Jul,NA,NA,NA,200.5,1.889,2.225,1.602,26-Jul-19,slh,1,37.428,
kl,loninv,10,26-Jul,NA,NA,NA,200.5,1.889,2.225,1.602,26-Jul-19,slh,2,42.234,
kl,loninv,10,26-Jul,NA,NA,NA,200.5,1.889,2.225,1.602,26-Jul-19,slh,3,37.372,
kl,loninv,10,26-Jul,NA,NA,NA,200.5,1.889,2.225,1.602,26-Jul-19,slh,4,26.448,
kl,loninv,10,26-Jul,NA,NA,NA,200.5,1.889,2.225,1.602,26-Jul-19,slh,5,48.177,
kl,popbal,1,29-Jul,NA,15,12,9,14.7,NA,NA,29-Jul-19,slh,1,31.385,
kl,popbal,1,29-Jul,NA,15,12,9,14.7,NA,NA,29-Jul-19,slh,2,39.672,
kl,popbal,1,29-Jul,NA,15,12,9,14.7,NA,NA,29-Jul-19,slh,3,55.779,
kl,popbal,1,29-Jul,NA,15,12,9,14.7,NA,NA,29-Jul-19,slh,4,46.524,
kl,popbal,1,29-Jul,NA,15,12,9,14.7,NA,NA,29-Jul-19,slh,5,38.177,
kl,popbal,4,24-Jul,NA,29,23,17.66352173,32.6,NA,NA,24-Jul-19,my,1,78.135,
kl,popbal,4,24-Jul,NA,29,23,17.66352173,32.6,NA,NA,24-Jul-19,my,2,76.261,
kl,popbal,4,24-Jul,NA,29,23,17.66352173,32.6,NA,NA,24-Jul-19,my,3,46.499,
kl,popbal,4,24-Jul,NA,29,23,17.66352173,32.6,NA,NA,24-Jul-19,my,4,72.785,
kl,popbal,4,24-Jul,NA,29,23,17.66352173,32.6,NA,NA,24-Jul-19,my,5,67.881,
kl,popbal,5,24-Jul,NA,24,18,15.87450787,23.2,NA,NA,24-Jul-19,my,1,51.502,
kl,popbal,5,24-Jul,NA,24,18,15.87450787,23.2,NA,NA,24-Jul-19,my,2,48.137,
kl,popbal,5,24-Jul,NA,24,18,15.87450787,23.2,NA,NA,24-Jul-19,my,3,28.194,
kl,popbal,5,24-Jul,NA,24,18,15.87450787,23.2,NA,NA,24-Jul-19,my,4,51.819,
kl,popbal,5,24-Jul,NA,24,18,15.87450787,23.2,NA,NA,24-Jul-19,my,5,33.367,
kl,popbal,6,24-Jul,NA,21,14,15.65247584,18.5,17.5,21.5,24-Jul-19,my,1,36.928,
kl,popbal,6,24-Jul,NA,21,14,15.65247584,18.5,17.5,21.5,24-Jul-19,my,2,31.847,
kl,popbal,6,24-Jul,NA,21,14,15.65247584,18.5,17.5,21.5,24-Jul-19,my,3,24.214,
kl,popbal,6,24-Jul,NA,21,14,15.65247584,18.5,17.5,21.5,24-Jul-19,my,4,23.703,
kl,popbal,6,24-Jul,NA,21,14,15.65247584,18.5,17.5,21.5,24-Jul-19,my,5,62.484,
kl,popbal,7,24-Jul,NA,21,14,15.65247584,25.8,NA,NA,24-Jul-19,my,1,47.773,
kl,popbal,7,24-Jul,NA,21,14,15.65247584,25.8,NA,NA,24-Jul-19,my,2,32.954,
kl,popbal,7,24-Jul,NA,21,14,15.65247584,25.8,NA,NA,24-Jul-19,my,3,63.084,
kl,popbal,7,24-Jul,NA,21,14,15.65247584,25.8,NA,NA,24-Jul-19,my,4,40.558,
kl,popbal,7,24-Jul,NA,21,14,15.65247584,25.8,NA,NA,24-Jul-19,my,5,34.683,
kl,popbal,8,24-Jul,NA,21,16,13.60147051,20.5,NA,NA,24-Jul-19,my,1,36.079,
kl,popbal,8,24-Jul,NA,21,16,13.60147051,20.5,NA,NA,24-Jul-19,my,2,27.097,
kl,popbal,8,24-Jul,NA,21,16,13.60147051,20.5,NA,NA,24-Jul-19,my,3,33.484,
kl,popbal,8,24-Jul,NA,21,16,13.60147051,20.5,NA,NA,24-Jul-19,my,4,37.648,
kl,popbal,8,24-Jul,NA,21,16,13.60147051,20.5,NA,NA,24-Jul-19,my,5,51.986,
kl,popbal,10,28-Jul,NA,27,23,14.14213562,24,23.5,12.5,28-Jul-19,slh,1,32.751,
kl,popbal,10,28-Jul,NA,27,23,14.14213562,24,23.5,12.5,28-Jul-19,slh,2,32.59,
kl,popbal,10,28-Jul,NA,27,23,14.14213562,24,23.5,12.5,28-Jul-19,slh,3,19.775,
kl,popbal,10,28-Jul,NA,27,23,14.14213562,24,23.5,12.5,28-Jul-19,slh,4,24.567,
kl,popbal,10,28-Jul,NA,27,23,14.14213562,24,23.5,12.5,28-Jul-19,slh,5,31.142,
kl,popbal,11,28-Jul,NA,16,8,13.85640646,20.1,NA,NA,28-Jul-19,slh,1,55.464,
kl,popbal,11,28-Jul,NA,16,8,13.85640646,20.1,NA,NA,28-Jul-19,slh,2,41.429,
kl,popbal,11,28-Jul,NA,16,8,13.85640646,20.1,NA,NA,28-Jul-19,slh,3,63.697,
kl,popbal,11,28-Jul,NA,16,8,13.85640646,20.1,NA,NA,28-Jul-19,slh,4,75.193,
kl,popbal,11,28-Jul,NA,16,8,13.85640646,20.1,NA,NA,28-Jul-19,slh,5,78.988,
kl,poptre,2,26-Jul,NA,NA,NA,461.6,2.682,NA,NA,26-Jul-19,slh,1,16.681,
kl,poptre,2,26-Jul,NA,NA,NA,461.6,2.682,NA,NA,26-Jul-19,slh,2,18.337,
kl,poptre,2,26-Jul,NA,NA,NA,461.6,2.682,NA,NA,26-Jul-19,slh,3,20.553,
kl,poptre,2,26-Jul,NA,NA,NA,461.6,2.682,NA,NA,26-Jul-19,slh,4,15.57,
kl,poptre,2,26-Jul,NA,NA,NA,461.6,2.682,NA,NA,26-Jul-19,slh,5,11.959,
kl,poptre,3,24-Jul,NA,9,7,5.656854249,7.2,NA,NA,24-Jul-19,my,1,12.625,
kl,poptre,3,24-Jul,NA,9,7,5.656854249,7.2,NA,NA,24-Jul-19,my,2,10.373,
kl,poptre,3,24-Jul,NA,9,7,5.656854249,7.2,NA,NA,24-Jul-19,my,3,12.238,
kl,poptre,3,24-Jul,NA,9,7,5.656854249,7.2,NA,NA,24-Jul-19,my,4,10.629,
kl,poptre,3,24-Jul,NA,9,7,5.656854249,7.2,NA,NA,24-Jul-19,my,5,13.159,
kl,poptre,4,24-Jul,NA,7,6,3.605551275,6.1,NA,NA,24-Jul-19,my,1,25.756,
kl,poptre,4,24-Jul,NA,7,6,3.605551275,6.1,NA,NA,24-Jul-19,my,2,12.444,
kl,poptre,4,24-Jul,NA,7,6,3.605551275,6.1,NA,NA,24-Jul-19,my,3,22.275,
kl,poptre,4,24-Jul,NA,7,6,3.605551275,6.1,NA,NA,24-Jul-19,my,4,11.593,
kl,poptre,4,24-Jul,NA,7,6,3.605551275,6.1,NA,NA,24-Jul-19,my,5,16.514,
kl,poptre,5,28-Jul,NA,16,7,14.38749457,21.7,NA,NA,28-Jul-19,slh,1,16.45,
kl,poptre,5,28-Jul,NA,16,7,14.38749457,21.7,NA,NA,28-Jul-19,slh,2,13.858,
kl,poptre,5,28-Jul,NA,16,7,14.38749457,21.7,NA,NA,28-Jul-19,slh,3,10.861,
kl,poptre,5,28-Jul,NA,16,7,14.38749457,21.7,NA,NA,28-Jul-19,slh,4,11.382,
kl,poptre,5,28-Jul,NA,16,7,14.38749457,21.7,NA,NA,28-Jul-19,slh,5,8.698,
kl,poptre,6,28-Jul,NA,10,7,7.141428429,9.9,NA,NA,28-Jul-19,slh,1,15.38,
kl,poptre,6,28-Jul,NA,10,7,7.141428429,9.9,NA,NA,28-Jul-19,slh,2,17.285,
kl,poptre,6,28-Jul,NA,10,7,7.141428429,9.9,NA,NA,28-Jul-19,slh,3,16.632,
kl,poptre,6,28-Jul,NA,10,7,7.141428429,9.9,NA,NA,28-Jul-19,slh,4,17.96,
kl,poptre,6,28-Jul,NA,10,7,7.141428429,9.9,NA,NA,28-Jul-19,slh,5,14.762,
kl,poptre,7,28-Jul,NA,14,11,8.660254038,11.8,NA,NA,28-Jul-19,slh,1,7.795,
kl,poptre,7,28-Jul,NA,14,11,8.660254038,11.8,NA,NA,28-Jul-19,slh,2,11.357,
kl,poptre,7,28-Jul,NA,14,11,8.660254038,11.8,NA,NA,28-Jul-19,slh,3,6.239,
kl,poptre,7,28-Jul,NA,14,11,8.660254038,11.8,NA,NA,28-Jul-19,slh,4,7.14,
kl,poptre,7,28-Jul,NA,14,11,8.660254038,11.8,NA,NA,28-Jul-19,slh,5,9.974,
kl,poptre,8,29-Jul,NA,15,10,11.18033989,13.3,NA,NA,29-Jul-19,slh,1,10.141,
kl,poptre,8,29-Jul,NA,15,10,11.18033989,13.3,NA,NA,29-Jul-19,slh,2,11.411,
kl,poptre,8,29-Jul,NA,15,10,11.18033989,13.3,NA,NA,29-Jul-19,slh,3,18.386,
kl,poptre,8,29-Jul,NA,15,10,11.18033989,13.3,NA,NA,29-Jul-19,slh,4,11.224,
kl,poptre,8,29-Jul,NA,15,10,11.18033989,13.3,NA,NA,29-Jul-19,slh,5,10.746,
kl,poptre,9,29-Jul,NA,12,8,8.94427191,8.8,NA,NA,29-Jul-19,slh,1,16.122,
kl,poptre,9,29-Jul,NA,12,8,8.94427191,8.8,NA,NA,29-Jul-19,slh,2,16.134,
kl,poptre,9,29-Jul,NA,12,8,8.94427191,8.8,NA,NA,29-Jul-19,slh,3,14.072,
kl,poptre,9,29-Jul,NA,12,8,8.94427191,8.8,NA,NA,29-Jul-19,slh,4,15.767,
kl,poptre,9,29-Jul,NA,12,8,8.94427191,8.8,NA,NA,29-Jul-19,slh,5,16.079,
kl,poptre,10,29-Jul,NA,20,15,13.22875656,20,NA,NA,29-Jul-19,slh,1,16.617,
kl,poptre,10,29-Jul,NA,20,15,13.22875656,20,NA,NA,29-Jul-19,slh,2,10.402,
kl,poptre,10,29-Jul,NA,20,15,13.22875656,20,NA,NA,29-Jul-19,slh,3,6.367,
kl,poptre,10,29-Jul,NA,20,15,13.22875656,20,NA,NA,29-Jul-19,slh,4,12.404,
kl,poptre,10,29-Jul,NA,20,15,13.22875656,20,NA,NA,29-Jul-19,slh,5,8.449,
kl,rhoalb,1,25-Jul,NA,NA,NA,102.3,1.76,NA,NA,25-Jul-19,slh,1,24.58,
kl,rhoalb,1,25-Jul,NA,NA,NA,102.3,1.76,NA,NA,25-Jul-19,slh,2,17.126,
kl,rhoalb,1,25-Jul,NA,NA,NA,102.3,1.76,NA,NA,25-Jul-19,slh,3,27.213,
kl,rhoalb,1,25-Jul,NA,NA,NA,102.3,1.76,NA,NA,25-Jul-19,slh,4,23.166,
kl,rhoalb,1,25-Jul,NA,NA,NA,102.3,1.76,NA,NA,25-Jul-19,slh,5,27.779,
kl,rhoalb,2,25-Jul,NA,NA,NA,131.6,1.639,1.279,1.587,25-Jul-19,slh,1,11.966,
kl,rhoalb,2,25-Jul,NA,NA,NA,131.6,1.639,1.279,1.587,25-Jul-19,slh,2,17.579,
kl,rhoalb,2,25-Jul,NA,NA,NA,131.6,1.639,1.279,1.587,25-Jul-19,slh,3,21.166,
kl,rhoalb,2,25-Jul,NA,NA,NA,131.6,1.639,1.279,1.587,25-Jul-19,slh,4,17.68,
kl,rhoalb,2,25-Jul,NA,NA,NA,131.6,1.639,1.279,1.587,25-Jul-19,slh,5,22.912,
kl,riblac,1,29-Jul,NA,NA,NA,151.9,0.648,0.62,NA,29-Jul-19,slh,1,13.722,
kl,riblac,1,29-Jul,NA,NA,NA,151.9,0.648,0.62,NA,29-Jul-19,slh,2,13.147,
kl,riblac,1,29-Jul,NA,NA,NA,151.9,0.648,0.62,NA,29-Jul-19,slh,3,6.245,
kl,riblac,1,29-Jul,NA,NA,NA,151.9,0.648,0.62,NA,29-Jul-19,slh,4,13.619,
kl,riblac,1,29-Jul,NA,NA,NA,151.9,0.648,0.62,NA,29-Jul-19,slh,5,9.713,
kl,riblac,2,29-Jul,NA,NA,NA,140.4,0.592,NA,NA,29-Jul-19,slh,1,19.412,
kl,riblac,2,29-Jul,NA,NA,NA,140.4,0.592,NA,NA,29-Jul-19,slh,2,10.504,
kl,riblac,2,29-Jul,NA,NA,NA,140.4,0.592,NA,NA,29-Jul-19,slh,3,9.336,
kl,riblac,2,29-Jul,NA,NA,NA,140.4,0.592,NA,NA,29-Jul-19,slh,4,13.573,
kl,riblac,2,29-Jul,NA,NA,NA,140.4,0.592,NA,NA,29-Jul-19,slh,5,16.91,
kl,riblac,7,26-Jul,NA,NA,NA,53.8,0.337,0.377,NA,26-Jul-19,slh,1,9.27,
kl,riblac,7,26-Jul,NA,NA,NA,53.8,0.337,0.377,NA,26-Jul-19,slh,2,10.694,
kl,riblac,7,26-Jul,NA,NA,NA,53.8,0.337,0.377,NA,26-Jul-19,slh,3,14.85,
kl,riblac,7,26-Jul,NA,NA,NA,53.8,0.337,0.377,NA,26-Jul-19,slh,4,16.575,
kl,riblac,7,26-Jul,NA,NA,NA,53.8,0.337,0.377,NA,26-Jul-19,slh,5,16.548,
kl,riblac,9,24-Jul,NA,NA,NA,55.3,0.565,2.422,NA,24-Jul-19,my,1,7.856,
kl,riblac,9,24-Jul,NA,NA,NA,55.3,0.565,2.422,NA,24-Jul-19,my,2,12.602,
kl,riblac,9,24-Jul,NA,NA,NA,55.3,0.565,2.422,NA,24-Jul-19,my,3,8.301,
kl,riblac,9,24-Jul,NA,NA,NA,55.3,0.565,2.422,NA,24-Jul-19,my,4,7.29,
kl,riblac,9,24-Jul,NA,NA,NA,55.3,0.565,2.422,NA,24-Jul-19,my,5,6.592,
kl,riblac,10,28-Jul,NA,NA,NA,50.1,0.471,NA,NA,28-Jul-19,slh,1,40.369,
kl,riblac,10,28-Jul,NA,NA,NA,50.1,0.471,NA,NA,28-Jul-19,slh,2,21.991,
kl,riblac,10,28-Jul,NA,NA,NA,50.1,0.471,NA,NA,28-Jul-19,slh,3,18.409,
kl,riblac,10,28-Jul,NA,NA,NA,50.1,0.471,NA,NA,28-Jul-19,slh,4,28.867,
kl,riblac,10,28-Jul,NA,NA,NA,50.1,0.471,NA,NA,28-Jul-19,slh,5,32.729,
kl,riblac,11,28-Jul,NA,NA,NA,121.4,0.742,NA,NA,28-Jul-19,slh,1,5.86,
kl,riblac,11,28-Jul,NA,NA,NA,121.4,0.742,NA,NA,28-Jul-19,slh,2,8.832,
kl,riblac,11,28-Jul,NA,NA,NA,121.4,0.742,NA,NA,28-Jul-19,slh,3,5.115,
kl,riblac,11,28-Jul,NA,NA,NA,121.4,0.742,NA,NA,28-Jul-19,slh,4,3.326,
kl,riblac,11,28-Jul,NA,NA,NA,121.4,0.742,NA,NA,28-Jul-19,slh,5,3.307,
kl,riblac,13,29-Jul,NA,NA,NA,130.4,0.743,NA,NA,29-Jul-19,slh,1,12.395,
kl,riblac,13,29-Jul,NA,NA,NA,130.4,0.743,NA,NA,29-Jul-19,slh,2,13.278,
kl,riblac,13,29-Jul,NA,NA,NA,130.4,0.743,NA,NA,29-Jul-19,slh,3,13.878,
kl,riblac,13,29-Jul,NA,NA,NA,130.4,0.743,NA,NA,29-Jul-19,slh,4,12.176,
kl,riblac,13,29-Jul,NA,NA,NA,130.4,0.743,NA,NA,29-Jul-19,slh,5,10.612,
kl,rosgym,1,29-Jul,NA,NA,NA,147.2,0.676,NA,NA,29-Jul-19,slh,1,48.42,
kl,rosgym,1,29-Jul,NA,NA,NA,147.2,0.676,NA,NA,29-Jul-19,slh,2,62.326,
kl,rosgym,1,29-Jul,NA,NA,NA,147.2,0.676,NA,NA,29-Jul-19,slh,3,43.856,
kl,rosgym,2,29-Jul,NA,NA,NA,146.1,0.885,NA,NA,29-Jul-19,slh,1,27.296,
kl,rosgym,2,29-Jul,NA,NA,NA,146.1,0.885,NA,NA,29-Jul-19,slh,2,33.143,
kl,rosgym,2,29-Jul,NA,NA,NA,146.1,0.885,NA,NA,29-Jul-19,slh,3,56.785,
kl,rosgym,2,29-Jul,NA,NA,NA,146.1,0.885,NA,NA,29-Jul-19,slh,4,20.349,
kl,rosgym,2,29-Jul,NA,NA,NA,146.1,0.885,NA,NA,29-Jul-19,slh,5,29.278,
kl,rosgym,4,26-Jul,NA,NA,NA,127.5,0.972,NA,NA,26-Jul-19,slh,1,36.924,
kl,rosgym,4,26-Jul,NA,NA,NA,127.5,0.972,NA,NA,26-Jul-19,slh,2,59.807,
kl,rosgym,4,26-Jul,NA,NA,NA,127.5,0.972,NA,NA,26-Jul-19,slh,3,27.3,
kl,rosgym,4,26-Jul,NA,NA,NA,127.5,0.972,NA,NA,26-Jul-19,slh,4,44.552,
kl,rosgym,4,26-Jul,NA,NA,NA,127.5,0.972,NA,NA,26-Jul-19,slh,5,34.549,
kl,rosgym,6,24-Jul,NA,NA,NA,165.9,1.008,NA,NA,24-Jul-19,my,1,51.68,
kl,rosgym,6,24-Jul,NA,NA,NA,165.9,1.008,NA,NA,24-Jul-19,my,2,61.833,
kl,rosgym,6,24-Jul,NA,NA,NA,165.9,1.008,NA,NA,24-Jul-19,my,3,57.087,
kl,rosgym,6,24-Jul,NA,NA,NA,165.9,1.008,NA,NA,24-Jul-19,my,4,38.151,
kl,rosgym,6,24-Jul,NA,NA,NA,165.9,1.008,NA,NA,24-Jul-19,my,5,67.643,
kl,rosgym,7,24-Jul,NA,NA,NA,112.7,1.054,NA,NA,24-Jul-19,my,1,62.315,
kl,rosgym,7,24-Jul,NA,NA,NA,112.7,1.054,NA,NA,24-Jul-19,my,2,42.103,
kl,rosgym,7,24-Jul,NA,NA,NA,112.7,1.054,NA,NA,24-Jul-19,my,3,45.518,
kl,rosgym,7,24-Jul,NA,NA,NA,112.7,1.054,NA,NA,24-Jul-19,my,4,98.437,
kl,rosgym,7,24-Jul,NA,NA,NA,112.7,1.054,NA,NA,24-Jul-19,my,5,60.699,
kl,rosgym,8,26-Jul,NA,NA,NA,186.7,1.26,1.148,0.768,26-Jul-19,slh,1,50.638,
kl,rosgym,8,26-Jul,NA,NA,NA,186.7,1.26,1.148,0.768,26-Jul-19,slh,1,50.564,
kl,rosgym,8,26-Jul,NA,NA,NA,186.7,1.26,1.148,0.768,26-Jul-19,slh,2,33.916,
kl,rosgym,8,26-Jul,NA,NA,NA,186.7,1.26,1.148,0.768,26-Jul-19,slh,3,53.813,
kl,rosgym,8,26-Jul,NA,NA,NA,186.7,1.26,1.148,0.768,26-Jul-19,slh,4,39.293,
kl,rosgym,9,26-Jul,NA,NA,NA,121,8.2,NA,NA,26-Jul-19,slh,1,41.16,
kl,rosgym,9,26-Jul,NA,NA,NA,121,8.2,NA,NA,26-Jul-19,slh,2,42.324,
kl,rosgym,9,26-Jul,NA,NA,NA,121,8.2,NA,NA,26-Jul-19,slh,3,39.855,
kl,rosgym,9,26-Jul,NA,NA,NA,121,8.2,NA,NA,26-Jul-19,slh,4,30.565,
kl,rosgym,9,26-Jul,NA,NA,NA,121,8.2,NA,NA,26-Jul-19,slh,5,29.648,
kl,rosgym,11,28-Jul,NA,NA,NA,74.6,0.518,NA,NA,28-Jul-19,slh,1,35.66,
kl,rosgym,11,28-Jul,NA,NA,NA,74.6,0.518,NA,NA,28-Jul-19,slh,2,37.726,
kl,rosgym,11,28-Jul,NA,NA,NA,74.6,0.518,NA,NA,28-Jul-19,slh,3,17.612,
kl,rosgym,11,28-Jul,NA,NA,NA,74.6,0.518,NA,NA,28-Jul-19,slh,4,29.57,
kl,rosgym,11,28-Jul,NA,NA,NA,74.6,0.518,NA,NA,28-Jul-19,slh,5,25.138,
kl,rosgym,12,28-Jul,NA,NA,NA,101.4,0.672,NA,NA,28-Jul-19,slh,1,49.094,
kl,rosgym,12,28-Jul,NA,NA,NA,101.4,0.672,NA,NA,28-Jul-19,slh,2,38.664,
kl,rosgym,12,28-Jul,NA,NA,NA,101.4,0.672,NA,NA,28-Jul-19,slh,3,40.382,
kl,rosgym,12,28-Jul,NA,NA,NA,101.4,0.672,NA,NA,28-Jul-19,slh,4,33.972,
kl,rosgym,12,28-Jul,NA,NA,NA,101.4,0.672,NA,NA,28-Jul-19,slh,5,26.972,
kl,rubida,3,28-Jul,NA,NA,NA,131,0.747,NA,NA,28-Jul-19,slh,1,90.899,
kl,rubida,3,28-Jul,NA,NA,NA,131,0.747,NA,NA,28-Jul-19,slh,2,69.538,
kl,rubida,3,28-Jul,NA,NA,NA,131,0.747,NA,NA,28-Jul-19,slh,3,103.428,
kl,rubida,3,28-Jul,NA,NA,NA,131,0.747,NA,NA,28-Jul-19,slh,4,90.462,
kl,rubida,3,28-Jul,NA,NA,NA,131,0.747,NA,NA,28-Jul-19,slh,5,95.023,
kl,rubida,5,29-Jul,NA,NA,NA,68.4,0.473,NA,NA,29-Jul-19,slh,1,50.372,
kl,rubida,5,29-Jul,NA,NA,NA,68.4,0.473,NA,NA,29-Jul-19,slh,2,20.828,
kl,rubida,5,29-Jul,NA,NA,NA,68.4,0.473,NA,NA,29-Jul-19,slh,3,19.528,
kl,rubida,5,29-Jul,NA,NA,NA,68.4,0.473,NA,NA,29-Jul-19,slh,4,40.543,
kl,rubida,5,29-Jul,NA,NA,NA,68.4,0.473,NA,NA,29-Jul-19,slh,5,31.541,
kl,rubida,7,29-Jul,NA,NA,NA,97.8,0.59,NA,NA,29-Jul-19,slh,1,17.067,
kl,rubida,7,29-Jul,NA,NA,NA,97.8,0.59,NA,NA,29-Jul-19,slh,2,14.474,
kl,rubida,7,29-Jul,NA,NA,NA,97.8,0.59,NA,NA,29-Jul-19,slh,3,19.552,
kl,rubida,7,29-Jul,NA,NA,NA,97.8,0.59,NA,NA,29-Jul-19,slh,4,9.26,
kl,rubida,7,29-Jul,NA,NA,NA,97.8,0.59,NA,NA,29-Jul-19,slh,5,10.654,
kl,rubpar,1,29-Jul,NA,NA,NA,108.6,0.574,0.765,NA,29-Jul-19,slh,1,164.07,
kl,rubpar,1,29-Jul,NA,NA,NA,108.6,0.574,0.765,NA,29-Jul-19,slh,2,199.192,
kl,rubpar,1,29-Jul,NA,NA,NA,108.6,0.574,0.765,NA,29-Jul-19,slh,3,343.705,
kl,rubpar,1,29-Jul,NA,NA,NA,108.6,0.574,0.765,NA,29-Jul-19,slh,4,137.889,
kl,rubpar,1,29-Jul,NA,NA,NA,108.6,0.574,0.765,NA,29-Jul-19,slh,5,360.205,
kl,rubpar,3,26-Jul,NA,NA,NA,128.6,0.731,NA,NA,26-Jul-19,slh,1,225.604,
kl,rubpar,3,26-Jul,NA,NA,NA,128.6,0.731,NA,NA,26-Jul-19,slh,2,185.694,
kl,rubpar,3,26-Jul,NA,NA,NA,128.6,0.731,NA,NA,26-Jul-19,slh,3,198.376,
kl,rubpar,3,26-Jul,NA,NA,NA,128.6,0.731,NA,NA,26-Jul-19,slh,4,239.518,
kl,rubpar,3,26-Jul,NA,NA,NA,128.6,0.731,NA,NA,26-Jul-19,slh,5,174.618,
kl,rubpar,4,26-Jul,NA,NA,NA,96.2,0.69,NA,NA,26-Jul-19,slh,1,163.809,
kl,rubpar,4,26-Jul,NA,NA,NA,96.2,0.69,NA,NA,26-Jul-19,slh,2,249.661,
kl,rubpar,4,26-Jul,NA,NA,NA,96.2,0.69,NA,NA,26-Jul-19,slh,3,231.882,
kl,rubpar,4,26-Jul,NA,NA,NA,96.2,0.69,NA,NA,26-Jul-19,slh,4,219.066,
kl,rubpar,4,26-Jul,NA,NA,NA,96.2,0.69,NA,NA,26-Jul-19,slh,5,190.138,
kl,rubpar,6,24-Jul,NA,NA,NA,72.2,0.761,NA,NA,24-Jul-19,my,1,107.789,
kl,rubpar,6,24-Jul,NA,NA,NA,72.2,0.761,NA,NA,24-Jul-19,my,2,123.559,
kl,rubpar,6,24-Jul,NA,NA,NA,72.2,0.761,NA,NA,24-Jul-19,my,3,199.117,
kl,rubpar,6,24-Jul,NA,NA,NA,72.2,0.761,NA,NA,24-Jul-19,my,4,118.867,
kl,rubpar,6,24-Jul,NA,NA,NA,72.2,0.761,NA,NA,24-Jul-19,my,5,216.742,
kl,rubpar,7,24-Jul,NA,NA,NA,67.5,0.718,NA,NA,24-Jul-19,my,1,209.419,
kl,rubpar,7,24-Jul,NA,NA,NA,67.5,0.718,NA,NA,24-Jul-19,my,2,186.685,
kl,rubpar,7,24-Jul,NA,NA,NA,67.5,0.718,NA,NA,24-Jul-19,my,3,247.988,
kl,rubpar,7,24-Jul,NA,NA,NA,67.5,0.718,NA,NA,24-Jul-19,my,4,144.768,
