,site,species,indiv.no,leaf.no,collected.by,leaf.area,leaf.mass
1839,mp,alninc,5,3,slh,25.276,72.1
1840,mp,alninc,5,4,slh,29.603,86
1841,mp,alninc,5,5,slh,28.524,91.4
1842,mp,alninc,6,1,PA,38.35,132.3
1843,mp,alninc,6,2,PA,30.748,126
1844,mp,alninc,6,3,PA,24.377,94.9
1845,mp,alninc,6,4,PA,31.801,115.1
1846,mp,alninc,6,5,PA,28.127,133.4
1847,mp,alninc,7,1,my,19.735,101.6
1848,mp,alninc,7,2,my,20.559,99.7
1849,mp,alninc,7,3,my,17.556,98.8
1850,mp,alninc,7,4,my,19.729,114.3
1851,mp,alninc,7,5,my,22.361,120.2
1852,mp,alninc,8,1,PA,17.155,54.8
1853,mp,alninc,8,2,PA,25.533,71.9
1854,mp,alninc,8,3,PA,28.878,90.7
1855,mp,alninc,8,4,PA,29.151,79.8
1856,mp,alninc,8,5,PA,12.765,39.6
1857,mp,alninc,9,1,PA,70.647,166.5
1858,mp,alninc,9,2,PA,25.774,51.4
1859,mp,alninc,9,3,PA,26.429,54.3
1860,mp,alninc,9,4,PA,54.421,133
1861,mp,alninc,9,5,PA,53.676,125.6
1862,mp,alninc,10,1,PA,10.939,63.8
1863,mp,alninc,10,2,PA,16.954,101.6
1864,mp,alninc,10,3,PA,11.872,91.3
1865,mp,alninc,10,4,PA,17.331,80.5
1866,mp,alninc,10,5,PA,15.672,85.6
1867,mp,alnrub,5,1,PA,25.651,61.1
1868,mp,alnrub,5,2,PA,28.737,66.6
1869,mp,alnrub,5,3,PA,27.406,61
1870,mp,alnrub,5,4,PA,37.38,90.2
1871,mp,alnrub,5,5,PA,30.837,73.1
1872,mp,alnrub,6,1,PA,19.902,54.1
1873,mp,alnrub,6,2,PA,35.495,89.3
1874,mp,alnrub,6,3,PA,13.396,32.5
1875,mp,alnrub,6,4,PA,34.211,88.5
1876,mp,alnrub,6,5,PA,30.065,71.7
1877,mp,alnrub,7,1,slh,24.623,79.1
1878,mp,alnrub,7,2,slh,36.396,98.9
1879,mp,alnrub,7,3,slh,25.662,84.4
1880,mp,alnrub,7,4,slh,27.928,98.3
1881,mp,alnrub,7,5,slh,40.733,114.1
1882,mp,alnvir,1,1,my,21.051,107
1883,mp,alnvir,1,2,my,29.905,156.5
1884,mp,alnvir,1,3,my,17.802,94.8
1885,mp,alnvir,1,4,my,28.748,100.6
1886,mp,alnvir,1,5,my,33.357,159.7
1887,mp,alnvir,2,1,my,48.314,108
1888,mp,alnvir,2,2,my,30.697,93.5
1889,mp,alnvir,2,3,my,29.007,156
1890,mp,alnvir,2,4,my,41.192,131.7
1891,mp,alnvir,2,5,my,43.686,132.5
1892,mp,alnvir,3,1,my,34.503,100.4
1893,mp,alnvir,3,2,my,23.666,139.7
1894,mp,alnvir,3,3,my,21.711,102.3
1895,mp,alnvir,3,4,my,23.025,91.5
1896,mp,alnvir,3,5,my,24.733,94.6
1897,mp,alnvir,4,1,my,25.709,100
1898,mp,alnvir,4,2,my,33.693,171.5
1899,mp,alnvir,4,3,my,39.095,185.9
1900,mp,alnvir,4,4,my,38.545,202
1901,mp,alnvir,4,5,my,30.106,168.7
1902,mp,alnvir,5,1,my,53.455,339.7
1903,mp,alnvir,5,2,my,65.873,338.3
1904,mp,alnvir,5,3,my,60.819,336.8
1905,mp,alnvir,5,4,my,53.215,301.8
1906,mp,alnvir,5,5,my,48.364,292.7
1917,mp,alnvir,6,1,slh,25.41,117.3
1918,mp,alnvir,6,2,slh,35.71,149.6
1919,mp,alnvir,6,3,slh,40.999,145.9
1920,mp,alnvir,6,4,slh,22.975,83
1921,mp,alnvir,6,5,slh,38.985,136.2
1907,mp,alnvir,7,1,PA,36.144,156.6
1908,mp,alnvir,7,2,PA,40.165,159.1
1909,mp,alnvir,7,3,PA,26.738,104.5
1910,mp,alnvir,7,4,PA,45.293,178.5
1911,mp,alnvir,7,5,PA,40.028,148.2
1912,mp,alnvir,8,1,PA,42.903,98.8
1913,mp,alnvir,8,2,PA,18.614,53.8
1914,mp,alnvir,8,3,PA,29.614,95.7
1915,mp,alnvir,8,4,PA,27.177,67.1
1916,mp,alnvir,8,5,PA,26.558,66.4
4043,mp,alnvir,9,1,NA,NA,207.8
4044,mp,alnvir,9,2,NA,NA,343.3
5085,mp,alnvir,9,3,NA,NA,192.6
5100,mp,alnvir,9,4,NA,NA,193.3
5020,mp,alnvir,9,5,NA,NA,340.1
5021,mp,alnvir,10,1,NA,NA,171.1
4862,mp,alnvir,10,2,NA,NA,126.6
4050,mp,alnvir,10,3,NA,NA,108.1
4051,mp,alnvir,10,4,NA,NA,265.1
4052,mp,alnvir,10,5,NA,NA,120.2
4053,mp,alnvir,2_02,1,NA,NA,108.2
4054,mp,alnvir,2_02,2,NA,NA,93.8
4055,mp,alnvir,2_02,3,NA,NA,156.6
4056,mp,alnvir,2_02,4,NA,NA,132
4057,mp,alnvir,2_02,5,NA,NA,139.4
1922,mp,amealn,1,1,my,6.886,56.2
1923,mp,amealn,1,2,my,12.291,97.5
1924,mp,amealn,1,3,my,7.194,52.4
1925,mp,amealn,1,4,my,8.117,62.5
1926,mp,amealn,1,5,my,7.433,53.7
4063,mp,amealn,2,1,NA,7.331,33.3
4064,mp,amealn,2,2,NA,7.734,32.4
5119,mp,amealn,2,3,NA,7.364,33
5133,mp,amealn,2,4,NA,9.389,51.6
5095,mp,amealn,2,5,NA,10.27,45.2
1927,mp,amealn,3,1,my,6.501,39.03
1928,mp,amealn,3,2,my,6.212,33.06
1929,mp,amealn,3,3,my,5.731,31
1930,mp,amealn,3,4,my,5.488,23.84
1931,mp,amealn,3,5,my,4.588,21.78
1932,mp,amealn,4,1,slh,11.167,792
1933,mp,amealn,4,2,slh,11.141,53.2
1934,mp,amealn,4,3,slh,4.989,25.4
1935,mp,amealn,4,4,slh,8.3,69.9
1936,mp,amealn,4,5,slh,12.091,73.7
1937,mp,amealn,5,1,my,8.977,41.5
1938,mp,amealn,5,2,my,9.559,48.4
1939,mp,amealn,5,3,my,7.339,34.2
1940,mp,amealn,5,4,my,5.315,25.6
1941,mp,amealn,5,5,my,5.971,27.1
1942,mp,amealn,6,1,PA,15.746,62.1
1943,mp,amealn,6,2,PA,10.183,42.7
1944,mp,amealn,6,3,PA,9.24,36.4
1945,mp,amealn,6,4,PA,11.893,49
1946,mp,amealn,6,5,PA,10.523,37.8
1947,mp,amealn,7,1,my,17.473,82.5
1948,mp,amealn,7,2,my,11.188,45.3
1949,mp,amealn,7,3,my,9.779,37.9
1950,mp,amealn,7,4,my,15.164,72.2
1951,mp,amealn,7,5,my,14.058,60.1
1952,mp,amealn,8,1,PA,15.206,71.73
1953,mp,amealn,8,2,PA,10.794,54.83
1954,mp,amealn,8,3,PA,10.058,42.74
1955,mp,amealn,8,4,PA,7.13,26.46
1956,mp,amealn,8,5,PA,12.327,59.19
1957,mp,amealn,9,1,slh,11.827,68.6
1958,mp,amealn,9,2,slh,15.891,66.6
1959,mp,amealn,9,3,slh,12.139,75.3
1960,mp,amealn,9,4,slh,13.152,92.5
1961,mp,amealn,9,5,slh,10.56,66.8
1962,mp,amealn,10,1,slh,14.747,63.5
1963,mp,amealn,10,2,slh,19.106,82.9
1964,mp,amealn,10,3,slh,13.062,52
1965,mp,amealn,10,4,slh,15.294,67.3
1966,mp,amealn,10,5,slh,18.354,76.7
1967,mp,amealn,11,1,my,21.173,118.56
1968,mp,amealn,11,2,my,16.874,65.58
1969,mp,amealn,11,3,my,23.104,104.04
1970,mp,amealn,11,4,my,25.179,132.44
1971,mp,amealn,11,5,my,23.125,119.16
1972,mp,amealn,12,1,slh,13.187,48.4
1973,mp,amealn,12,2,slh,9.835,29.2
1974,mp,amealn,12,3,slh,11.821,39.9
1975,mp,amealn,12,4,slh,14.505,50
1976,mp,amealn,12,5,slh,11.179,31.3
1977,mp,corsto,1,1,ks,36.637,168
1978,mp,corsto,1,2,ks,22.752,93.8
1979,mp,corsto,1,3,ks,23.285,99.3
1980,mp,corsto,1,4,ks,21.958,95.5
1981,mp,corsto,1,5,ks,14.39,60.7
1982,mp,corsto,2,1,my,52.69,184.2
1983,mp,corsto,2,2,my,35.117,83.8
1984,mp,corsto,2,3,my,72.912,286
1985,mp,corsto,2,4,my,70.333,76
1986,mp,corsto,2,5,my,54.786,61.4
1987,mp,corsto,3,1,PA,45.937,153.9
1988,mp,corsto,3,2,PA,33.464,124.4
1989,mp,corsto,3,3,PA,65.006,307.2
1990,mp,corsto,3,4,PA,61.018,302.9
1991,mp,corsto,3,5,PA,49.278,176.6
1992,mp,corsto,5,1,PA,22.635,69.9
1993,mp,corsto,5,2,PA,19.528,47.5
1994,mp,corsto,5,3,PA,20.026,52.1
1995,mp,corsto,5,4,PA,26.776,87.2
1996,mp,corsto,5,5,PA,20.023,56.3
2007,mp,corsto,6,1,slh,17.378,47.9
2008,mp,corsto,6,2,slh,20.213,52.9
2009,mp,corsto,6,3,slh,16.466,43.4
2010,mp,corsto,6,4,slh,31.975,96.6
2011,mp,corsto,6,5,slh,19.613,56.9
1997,mp,corsto,7,1,PA,49.432,125.8
1998,mp,corsto,7,2,PA,47.083,116.7
1999,mp,corsto,7,3,PA,34.382,80.9
2000,mp,corsto,7,4,PA,30.23,73.1
2001,mp,corsto,7,5,PA,21.376,49.8
5107,mp,corsto,8,1,NA,NA,113.7
5151,mp,corsto,8,2,NA,NA,101.3
4150,mp,corsto,8,3,NA,NA,55.8
4151,mp,corsto,8,4,NA,NA,61
4152,mp,corsto,8,5,NA,NA,59.4
2002,mp,corsto,9,1,PA,22.56,64.4
2003,mp,corsto,9,2,PA,24.744,64.9
2004,mp,corsto,9,3,PA,18.675,55.9
2005,mp,corsto,9,4,PA,21.076,60.4
2006,mp,corsto,9,5,PA,29.2,88.5
2013,mp,corsto,10,1,PA,31.778,129.8
2014,mp,corsto,10,2,PA,37.142,169.2
2016,mp,corsto,10,3,PA,28.171,133.9
2019,mp,corsto,10,4,PA,36.126,144.1
2020,mp,corsto,10,5,PA,48.096,221.5
2012,mp,corsto,10,1,slh,43.36,129.8
2015,mp,corsto,10,2,slh,40.778,169.2
2017,mp,corsto,10,3,slh,22.482,133.9
2018,mp,corsto,10,4,slh,25.879,144.1
2021,mp,corsto,10,5,slh,27.568,221.5
2022,mp,corsto,20,1,slh,88.132,210
2023,mp,corsto,20,2,slh,43.148,138.1
2024,mp,corsto,20,3,slh,104.205,355.7
2025,mp,corsto,20,4,slh,40.229,261.1
2026,mp,corsto,20,5,slh,32.486,372.6
3746,mp,corsto,10_2,1,ks,130.427,113.7
3761,mp,corsto,10_2,2,ks,152.437,101.3
3758,mp,corsto,10_2,3,ks,115.622,55.8
3753,mp,corsto,10_2,4,ks,148.274,61
3733,mp,corsto,10_2,5,ks,197.399,59.4
4168,mp,loninv,2,1,NA,NA,109.69
4169,mp,loninv,2,2,NA,NA,85.25
4943,mp,loninv,2,3,NA,NA,116.45
4984,mp,loninv,2,4,NA,NA,88.56
4985,mp,loninv,2,5,NA,NA,74.92
2027,mp,loninv,3,1,my,35.051,171.21
2028,mp,loninv,3,2,my,39.664,208.5
2029,mp,loninv,3,3,my,36.29,179.9
2030,mp,loninv,3,4,my,51.326,282.9
2031,mp,loninv,3,5,my,42.894,234.9
2032,mp,loninv,4,1,my,25.59,NA
2033,mp,loninv,4,2,my,22.193,67.08
2034,mp,loninv,4,3,my,24.793,85.97
2035,mp,loninv,4,4,my,31.747,122.7
2036,mp,loninv,4,5,my,22.53,73.2
2037,mp,loninv,5,1,my,23.199,137.4
2038,mp,loninv,5,2,my,35.104,54.6
2039,mp,loninv,5,3,my,18.37,52.2
2040,mp,loninv,5,4,my,28.945,119.5
2041,mp,loninv,5,5,my,30.893,76.1
2042,mp,loninv,6,1,slh,24.009,95
2043,mp,loninv,6,2,slh,27.552,101.4
2044,mp,loninv,6,3,slh,18.097,54.7
2045,mp,loninv,6,4,slh,23.532,91.5
2046,mp,loninv,6,5,slh,26.69,89.4
2047,mp,loninv,7,1,my,27.794,198.6
2048,mp,loninv,7,2,my,24.419,85.5
2049,mp,loninv,7,3,my,27.226,71.5
2050,mp,loninv,7,4,my,22.175,104.2
2051,mp,loninv,7,5,my,24.418,78.1
2052,mp,loninv,8,1,my,45.479,NA
2053,mp,loninv,8,2,my,34.143,NA
2054,mp,loninv,8,3,my,37.295,NA
2055,mp,loninv,8,4,my,24.25,NA
2056,mp,loninv,8,5,my,38.76,NA
2057,mp,loninv,9,1,my,12.13,46.1
2058,mp,loninv,9,2,my,8.885,28.8
2059,mp,loninv,9,3,my,9.818,28.7
2060,mp,loninv,9,4,my,10.218,32.1
2061,mp,loninv,9,5,my,12.009,41.8
2062,mp,loninv,10,1,PA,35.41,117.4
2063,mp,loninv,10,2,PA,34.552,107.7
2064,mp,loninv,10,3,PA,37.205,105.7
2065,mp,loninv,10,4,PA,28.631,80.3
2066,mp,loninv,10,5,PA,34.988,101.6
2067,mp,loninv,11,1,my,38.273,123.2
2068,mp,loninv,11,2,my,88.372,280.9
2069,mp,loninv,11,3,my,61.444,233.9
2070,mp,loninv,11,4,my,89.644,333.4
2071,mp,loninv,11,5,my,100.514,336.8
2072,mp,loninv,12,1,my,60.834,245.8
2075,mp,loninv,12,2,my,30.751,132.2
2076,mp,loninv,12,3,my,25.14,71.9
2079,mp,loninv,12,4,my,59.642,212.4
2080,mp,loninv,12,5,my,39.438,173.4
2073,mp,loninv,12,1,PA,61.126,245.8
2074,mp,loninv,12,2,PA,30.848,132.2
2077,mp,loninv,12,3,PA,25.305,71.9
2078,mp,loninv,12,4,PA,59.907,212.4
2081,mp,loninv,12,5,PA,39.575,173.4
4223,mp,loninv,13,1,NA,NA,130.4
4224,mp,loninv,13,2,NA,NA,110.8
4225,mp,loninv,13,3,NA,NA,235.4
5110,mp,loninv,13,4,NA,NA,132
5067,mp,loninv,13,5,NA,NA,87
5137,mp,loninv,7_02,1,NA,NA,143.9
5191,mp,loninv,7_02,2,NA,NA,119.2
5182,mp,loninv,7_02,3,NA,NA,120.4
4960,mp,loninv,7_02,4,NA,NA,94.9
4961,mp,loninv,7_02,5,NA,NA,123.7
2082,mp,menfer,1,1,slh,7.698,14.6
2083,mp,menfer,1,2,slh,9.464,19.4
2084,mp,menfer,1,3,slh,8.262,15.5
2085,mp,menfer,1,4,slh,7.914,16.4
2086,mp,menfer,1,5,slh,11.902,22.8
2087,mp,menfer,2,1,my,12.118,24.94
2088,mp,menfer,2,2,my,9.831,20.14
2089,mp,menfer,2,3,my,9.363,18.67
2090,mp,menfer,2,4,my,9.903,17.58
2091,mp,menfer,2,5,my,10.456,21.21
2092,mp,menfer,4,1,slh,9.641,19
2093,mp,menfer,4,2,slh,9.573,19.1
2094,mp,menfer,4,3,slh,6.885,15
2095,mp,menfer,4,4,slh,8.186,16.1
2096,mp,menfer,4,5,slh,7.514,14.5
2097,mp,menfer,5,1,my,7.734,21.6
2098,mp,menfer,5,2,my,5.961,14.9
2099,mp,menfer,5,3,my,6.498,17.1
2100,mp,menfer,5,4,my,6.933,19.9
2101,mp,menfer,5,5,my,4.98,12.9
2102,mp,menfer,6,1,my,8.744,16.7
2103,mp,menfer,6,2,my,8.254,15.2
2104,mp,menfer,6,3,my,7.984,15.1
2105,mp,menfer,6,4,my,8.23,15.3
2106,mp,menfer,6,5,my,8.447,17.7
2107,mp,menfer,7,1,my,10.516,20.4
2108,mp,menfer,7,2,my,8.995,14.8
2109,mp,menfer,7,3,my,8.125,12.6
2110,mp,menfer,7,4,my,8.891,15
2111,mp,menfer,7,5,my,6.789,10.2
2112,mp,menfer,8,1,slh,4.358,NA
2113,mp,menfer,8,2,slh,6.27,NA
2114,mp,menfer,8,3,slh,7.506,NA
2115,mp,menfer,8,4,slh,6.203,NA
2116,mp,menfer,8,5,slh,8.135,NA
2117,mp,menfer,9,1,slh,11.847,27.2
2118,mp,menfer,9,2,slh,9.996,21.8
2119,mp,menfer,9,3,slh,7.763,13.6
2120,mp,menfer,9,4,slh,9.498,17.6
2121,mp,menfer,9,5,slh,6.655,11.3
2122,mp,menfer,10,1,ks,8.455,20.6
2123,mp,menfer,10,2,ks,7.878,20.1
2124,mp,menfer,10,3,ks,6.934,16.9
2125,mp,menfer,10,4,ks,8.182,19.9
2126,mp,menfer,10,5,ks,6.675,17.5
2127,mp,menfer,12,1,slh,8.752,22.9
2128,mp,menfer,12,2,slh,7.192,17.9
2129,mp,menfer,12,3,slh,6.043,14.4
2130,mp,menfer,12,4,slh,8.376,22.8
2131,mp,menfer,12,5,slh,9.625,25.2
3743,mp,menfer,10_2,1,ks,8.496,25.8
3719,mp,menfer,10_2,2,ks,5.283,13.9
3694,mp,menfer,10_2,3,ks,9.138,23.8
3695,mp,menfer,10_2,4,ks,7.805,21.1
3668,mp,menfer,10_2,5,ks,8.698,23.5
2132,mp,popbal,6,1,PA,22.642,176.3
2133,mp,popbal,6,2,PA,35.131,281.9
2134,mp,popbal,6,3,PA,24.19,134.5
2135,mp,popbal,6,4,PA,34.833,262.3
2136,mp,popbal,6,5,PA,36.524,258.1
4822,mp,popbal,7,1,NA,NA,195.28
4863,mp,popbal,7,2,NA,NA,226.12
4904,mp,popbal,7,3,NA,NA,250.93
4296,mp,popbal,7,4,NA,NA,183.1
4297,mp,popbal,7,5,NA,NA,164.09
2137,mp,popbal,8,1,my,55.227,106.7
2138,mp,popbal,8,2,my,50.974,75.8
2139,mp,popbal,8,3,my,58.828,77.7
2140,mp,popbal,8,4,my,61.231,61
2141,mp,popbal,8,5,my,67.028,80.8
2142,mp,popbal,9,1,my,42.807,325.4
2143,mp,popbal,9,2,my,38.906,388.4
2144,mp,popbal,9,3,my,47.296,288.6
2145,mp,popbal,9,4,my,36.799,413.5
2146,mp,popbal,9,5,my,41.613,328
2147,mp,popbal,10,1,my,34.02,184
2148,mp,popbal,10,2,my,44.338,212.9
2149,mp,popbal,10,3,my,42.361,238.1
2150,mp,popbal,10,4,my,35.73,172.4
2151,mp,popbal,10,5,my,30.963,154
2162,mp,popbal,11,1,slh,49.24,365.28
2163,mp,popbal,11,2,slh,35.238,239.16
2164,mp,popbal,11,3,slh,46.63,305.77
2165,mp,popbal,11,4,slh,58.89,447.25
2166,mp,popbal,11,5,slh,49.278,358
2152,mp,popbal,12,1,PA,49.927,339
2153,mp,popbal,12,2,PA,46.271,310
2154,mp,popbal,12,3,PA,28.169,208.2
2155,mp,popbal,12,4,PA,42.584,276.5
2156,mp,popbal,12,5,PA,52.667,367.6
2157,mp,popbal,13,1,PA,60.829,357.8
2158,mp,popbal,13,2,PA,54.056,374.6
2159,mp,popbal,13,3,PA,34.283,233.2
2160,mp,popbal,13,4,PA,54.204,375.1
2161,mp,popbal,13,5,PA,48.241,257.3
2167,mp,popbal,14,1,my,33.027,229.3
2168,mp,popbal,14,2,my,50.146,316.8
2169,mp,popbal,14,3,my,37.391,250.9
2170,mp,popbal,14,4,my,45.133,283.3
2171,mp,popbal,14,5,my,38.342,292.1
2172,mp,popbal,15,1,my,36.302,244.1
2173,mp,popbal,15,2,my,34.804,189.5
2174,mp,popbal,15,3,my,30.156,183.5
2175,mp,popbal,15,4,my,52.266,342
2176,mp,popbal,15,5,my,33.138,226.8
4461,mp,popbal,10_02,1,NA,28.695,257.9
4462,mp,popbal,10_02,2,NA,20.014,175.7
4584,mp,popbal,10_02,3,NA,27.464,220.4
4828,mp,popbal,10_02,4,NA,29.534,252.5
4707,mp,popbal,10_02,5,NA,33.664,296.8
2182,mp,poptre,5,1,slh,10.507,75.2
2183,mp,poptre,5,2,slh,11.973,77.2
2184,mp,poptre,5,3,slh,8.318,58.4
2185,mp,poptre,5,4,slh,9.952,56.7
2186,mp,poptre,5,5,slh,10.752,68.5
2177,mp,poptre,6,1,PA,14.316,58.68
2178,mp,poptre,6,2,PA,11.407,53.98
2179,mp,poptre,6,3,PA,12.36,60.24
2180,mp,poptre,6,4,PA,13.043,62.17
2181,mp,poptre,6,5,PA,11.877,47.95
2187,mp,poptre,7,1,my,8.963,78.9
2189,mp,poptre,7,2,my,7.708,65
2191,mp,poptre,7,3,my,10.621,58.5
2193,mp,poptre,7,4,my,9.443,95.7
2195,mp,poptre,7,5,my,10.041,71.9
2197,mp,poptre,8,1,slh,16.245,106.7
2198,mp,poptre,8,2,slh,11.9,75.8
2199,mp,poptre,8,3,slh,12.235,77.7
2200,mp,poptre,8,4,slh,8.886,61
2201,mp,poptre,8,5,slh,12.127,80.8
2202,mp,poptre,9,1,PA,15.74,90.9
2203,mp,poptre,9,2,PA,21.072,127.7
2204,mp,poptre,9,3,PA,20.328,110.8
2205,mp,poptre,9,4,PA,17.582,104.8
2206,mp,poptre,9,5,PA,22.043,120.1
2207,mp,poptre,10,1,my,12.37,68.8
2208,mp,poptre,10,2,my,12.747,68.6
2209,mp,poptre,10,3,my,14.132,81.8
2210,mp,poptre,10,4,my,15.82,88.4
2211,mp,poptre,10,5,my,15.357,87.5
2212,mp,poptre,11,1,my,9.314,60.39
2213,mp,poptre,11,2,my,13.649,81.15
2214,mp,poptre,11,3,my,10.096,66.75
2215,mp,poptre,11,4,my,12.971,79.56
2216,mp,poptre,11,5,my,11.519,57.67
2217,mp,poptre,12,1,my,11.292,69.5
2218,mp,poptre,12,2,my,17.977,112.7
2219,mp,poptre,12,3,my,12.49,78.4
2220,mp,poptre,12,4,my,12.293,72.2
2221,mp,poptre,12,5,my,11.781,68.8
2222,mp,poptre,13,1,my,8.7,55.4
2223,mp,poptre,13,2,my,11.033,70.7
2224,mp,poptre,13,3,my,12.415,90.2
2225,mp,poptre,13,4,my,9.926,64.2
2226,mp,poptre,13,5,my,9.789,71.2
5077,mp,poptre,7_02,1,NA,13.452,54.76
5079,mp,poptre,7_02,2,NA,11.274,46.03
4755,mp,poptre,7_02,3,NA,9.949,67.75
4756,mp,poptre,7_02,4,NA,14.592,47.88
4757,mp,poptre,7_02,5,NA,10.961,53.95
2227,mp,rhoalb,1,1,my,9.268,46.5
2228,mp,rhoalb,1,2,my,10.499,54.9
2229,mp,rhoalb,1,3,my,6.54,33.9
2230,mp,rhoalb,1,4,my,6.39,28.6
2231,mp,rhoalb,1,5,my,7.519,40.1
2232,mp,rhoalb,2,1,my,15.85,43.19
2233,mp,rhoalb,2,2,my,13.594,27.47
2234,mp,rhoalb,2,3,my,16.495,41.08
2235,mp,rhoalb,2,4,my,11.54,23.63
2236,mp,rhoalb,2,5,my,8.669,18.6
2237,mp,rhoalb,3,1,my,15.162,49.36
2238,mp,rhoalb,3,2,my,13.088,41.88
2239,mp,rhoalb,3,3,my,16.375,51.73
2240,mp,rhoalb,3,4,my,12.594,39.76
2241,mp,rhoalb,3,5,my,16.034,54.1
2247,mp,rhoalb,4,1,slh,17.46,46.9
2248,mp,rhoalb,4,2,slh,14.798,37.7
2249,mp,rhoalb,4,3,slh,14.316,37.9
2250,mp,rhoalb,4,4,slh,17.474,40.6
2251,mp,rhoalb,4,5,slh,11.973,27.3
4826,mp,rhoalb,5,1,NA,NA,10.6
4787,mp,rhoalb,5,2,NA,NA,13.4
4747,mp,rhoalb,5,3,NA,NA,15.8
4789,mp,rhoalb,5,4,NA,NA,15.2
5022,mp,rhoalb,5,5,NA,NA,18.9
2252,mp,rhoalb,8,1,slh,13.313,42
2253,mp,rhoalb,8,2,slh,15.773,59.8
2254,mp,rhoalb,8,3,slh,11.252,46.5
2255,mp,rhoalb,8,4,slh,16.582,56.6
2256,mp,rhoalb,8,5,slh,7.081,28.4
2242,mp,rhoalb,9,1,PA,11.515,32.9
2243,mp,rhoalb,9,2,PA,10.669,28.3
2244,mp,rhoalb,9,3,PA,20.369,57.4
2245,mp,rhoalb,9,4,PA,16.106,40.8
2246,mp,rhoalb,9,5,PA,13.89,36.8
2257,mp,rhoalb,10,1,slh,7.294,16.5
2258,mp,rhoalb,10,2,slh,12.342,27.1
2259,mp,rhoalb,10,3,slh,12.862,36.1
2260,mp,rhoalb,10,4,slh,11.464,31
2261,mp,rhoalb,10,5,slh,13.938,38.8
2262,mp,rhoalb,11,1,my,10.533,43.8
2263,mp,rhoalb,11,2,my,10.222,40.6
2264,mp,rhoalb,11,3,my,10.397,43.5
2265,mp,rhoalb,11,4,my,12.099,44.9
2266,mp,rhoalb,11,5,my,11.236,49.9
2267,mp,rhoalb,12,1,PA,11.213,24.5
2268,mp,rhoalb,12,2,PA,25.544,69.5
2269,mp,rhoalb,12,3,PA,13.872,30.9
2270,mp,rhoalb,12,4,PA,18.708,57.8
2271,mp,rhoalb,12,5,PA,14.893,34.9
2272,mp,riblac,1,1,PA,12.178,58.8
2273,mp,riblac,1,2,PA,12.959,67.7
2274,mp,riblac,1,3,PA,7.942,37.1
2275,mp,riblac,1,4,PA,11.284,51.1
2276,mp,riblac,1,5,PA,15.178,78.9
2282,mp,riblac,2,1,slh,20.198,49.9
2283,mp,riblac,2,2,slh,15.564,42.8
2284,mp,riblac,2,3,slh,14.345,34.2
2285,mp,riblac,2,4,slh,20.714,58.9
2286,mp,riblac,2,5,slh,12.467,33.1
2277,mp,riblac,3,1,PA,11,38.6
2278,mp,riblac,3,2,PA,12.601,42.9
2279,mp,riblac,3,3,PA,14.038,54.7
2280,mp,riblac,3,4,PA,11.424,35.2
2281,mp,riblac,3,5,PA,7.029,24.3
4099,mp,riblac,4,1,NA,NA,56
4100,mp,riblac,4,2,NA,NA,59.5
4101,mp,riblac,4,3,NA,NA,49.4
4102,mp,riblac,4,4,NA,NA,49.2
4103,mp,riblac,4,5,NA,NA,30.3
2287,mp,riblac,5,1,my,19.052,50.1
2288,mp,riblac,5,2,my,16.505,50.6
2289,mp,riblac,5,3,my,24.707,81.7
2290,mp,riblac,5,4,my,25.069,85.5
2291,mp,riblac,5,5,my,19.668,54.2
4473,mp,riblac,6,1,NA,14.129,39.8
4110,mp,riblac,6,2,NA,15.603,43.3
4475,mp,riblac,6,3,NA,16.627,42.7
5047,mp,riblac,6,4,NA,13.511,36.2
5116,mp,riblac,6,5,NA,14.838,37.6
2292,mp,riblac,7,1,PA,5.694,18.75
2293,mp,riblac,7,2,PA,10.758,42.84
2294,mp,riblac,7,3,PA,16.071,58.07
2295,mp,riblac,7,4,PA,10.87,43.71
2296,mp,riblac,7,5,PA,6.562,20.68
2297,mp,riblac,8,1,PA,14.134,64.03
2298,mp,riblac,8,2,PA,14.604,67.5
2299,mp,riblac,8,3,PA,11.528,47.14
2300,mp,riblac,8,4,PA,10.784,40.5
2301,mp,riblac,8,5,PA,11.481,50.47
3645,mp,riblac,9,1,my,10.048,NA
3646,mp,riblac,9,2,my,10.334,NA
3647,mp,riblac,9,3,my,9.076,NA
3756,mp,riblac,9,4,my,8.286,NA
3744,mp,riblac,9,5,my,6.06,NA
2302,mp,riblac,10,1,my,12.726,39.2
2303,mp,riblac,10,2,my,6.706,34.4
2304,mp,riblac,10,3,my,15.138,80.4
2305,mp,riblac,10,4,my,10.055,37.4
2306,mp,riblac,10,5,my,16.207,86.2
2307,mp,riblac,11,1,PA,32.727,71.6
2308,mp,riblac,11,2,PA,31.901,78.5
2309,mp,riblac,11,3,PA,20.048,46.2
2310,mp,riblac,11,4,PA,15.369,37
2311,mp,riblac,11,5,PA,21.092,48.1
2312,mp,rosaci,1,1,my,24.138,102.7
2313,mp,rosaci,1,2,my,25.371,98.9
2314,mp,rosaci,1,3,my,40.682,158.6
2315,mp,rosaci,1,4,my,21.989,87.9
2316,mp,rosaci,1,5,my,33.469,135.3
2317,mp,rosaci,2,1,PA,11.779,64.3
2318,mp,rosaci,2,2,PA,14.182,84.22
2319,mp,rosaci,2,3,PA,32.177,179.3
2320,mp,rosaci,2,4,PA,17.446,112.71
2321,mp,rosaci,2,5,PA,14.662,90.77
