"sample","site","species","ssd","per.N","per.C","ht","dbh","dbh2","dbh3","lma","C.N","type","transect","latitude","latZ"
"BETPAP06_SH","SH","betpap",0.572972972972973,1.932212472,47.50922012,2,14.6,NA,NA,0.0686465194580194,24.6,NA,"1",45.931,-0.600781420313721
"BETPAP07_SH","SH","betpap",0.538461538461538,2.058848619,47.1056633,2,8,NA,NA,0.0686424365942029,22.9,NA,"1",45.931,-0.600781420313721
"BETPAP08_SH","SH","betpap",0.542222222222222,1.96543169,47.22881699,0.5,23,NA,NA,0.0546884452510587,24,NA,"1",45.931,-0.600781420313721
"BETPAP09_SH","SH","betpap",0.523560209424084,1.665561318,45.51457214,1.3,NA,NA,NA,0.0557271737985748,27.3,NA,"1",45.931,-0.600781420313721
"BETPAP10_SH","SH","betpap",0.596730245231608,1.947881699,46.22808838,1,12.5,13,9.2,0.031954088365836,23.7,NA,"1",45.931,-0.600781420313721
"CORCOR01_SH","SH","corcor",0.488888888888889,2.724768639,46.89984512,1,1.4,NA,NA,0.0270895413532268,17.2,NA,"1",45.931,-0.600781420313721
"CORCOR05_SH","SH","corcor",0.54014598540146,2.409609318,46.44597626,0.75,1.6,NA,NA,0.0350216167910538,19.3,NA,"1",45.931,-0.600781420313721
"CORCOR07_SH","SH","corcor",0.506912442396313,2.871538401,46.86912155,NA,2.4,2.3,1.5,0.0339206323069323,16.3,NA,"1",45.931,-0.600781420313721
"CORCOR08_SH","SH","corcor",0.428571428571428,2.396734476,46.75322342,14.5,1.2,2.1,NA,0.0352177159198163,19.5,NA,"1",45.931,-0.600781420313721
"CORCOR09_SH","SH","corcor",0.472972972972973,2.504030466,46.50413895,9.5,1.4,1.6,NA,0.0345947849934113,18.6,NA,"1",45.931,-0.600781420313721
"CORCOR10_SH","SH","corcor",0.47008547008547,2.435615301,45.17560196,5.5,1,1,NA,0.0259927895326699,18.5,NA,"1",45.931,-0.600781420313721
"CORCOR11_SH","SH","corcor",0.48,2.845355272,47.22127914,6.25,1.4,1,1,0.0305125302114197,16.6,NA,"1",45.931,-0.600781420313721
"FAGGRA02_SH","SH","faggra",0.513513513513513,1.725468755,47.05744553,5,5,NA,NA,0.0413806136712424,27.3,NA,"1",45.931,-0.600781420313721
"FAGGRA04_SH","SH","faggra",0.657142857142857,2.511519432,48.09926224,12.09,22.6,NA,NA,0.0284087198443072,19.2,NA,"1",45.931,-0.600781420313721
"FAGGRA05_SH","SH","faggra",0.646017699115044,2.952894449,47.78568268,3.8,12,NA,NA,0.0236871834116833,16.2,NA,"1",45.931,-0.600781420313721
"FAGGRA06_SH","SH","faggra",0.658682634730539,2.398291111,47.6909256,2.75,9.8,NA,NA,0.0260491202794009,19.9,NA,"1",45.931,-0.600781420313721
"FAGGRA07_SH","SH","faggra",0.627777777777778,2.088678837,47.66186523,9.25,7.2,NA,NA,0.0286232792835328,22.8,NA,"1",45.931,-0.600781420313721
"FAGGRA08_SH","SH","faggra",0.582417582417582,2.209222078,47.97659302,7.25,6.2,NA,NA,0.0536963547846009,21.7,NA,"1",45.931,-0.600781420313721
"FRANIG01_SH","SH","franig",0.523809523809524,1.785324216,44.86650467,5,5.5,NA,NA,0.0562081686056123,25.1,NA,"1",45.931,-0.600781420313721
"FRANIG02_SH","SH","franig",0.532731376975169,2.688220263,45.62670135,6.5,10.9,NA,NA,0.0437955615115725,17,NA,"1",45.931,-0.600781420313721
"FRANIG05_SH","SH","franig",0.5,2.712067366,46.40842819,3,4.75,NA,NA,0.0520227136458223,17.1,NA,"1",45.931,-0.600781420313721
"FRANIG06_SH","SH","franig",0.535626535626536,2.226041794,45.69171524,0.25,16,NA,NA,0.0772252334902031,20.5,NA,"1",45.931,-0.600781420313721
"FRANIG08_SH","SH","franig",0.496913580246914,2.702263832,44.83163834,0.5,12.2,NA,NA,0.0456907979094203,16.6,NA,"1",45.931,-0.600781420313721
"FRANIG09_SH","SH","franig",0.46584938704028,2.222141981,45.34532166,0.5,9.8,NA,NA,0.0365309159788932,20.4,NA,"1",45.931,-0.600781420313721
"ILEMUC01_SH","SH","ilemuc",0.597315436241611,1.857755423,49.40711975,3,2,1.7,1.2,0.0516597262034511,26.6,NA,"1",45.931,-0.600781420313721
"ILEMUC03_SH","SH","ilemuc",0.560606060606061,1.618312955,49.49527359,1.3,2,1.5,1.8,0.0865004140977271,30.6,NA,"1",45.931,-0.600781420313721
"ILEMUC04_SH","SH","ilemuc",0.504950495049505,2.052872896,50.40483856,3,0.5,NA,NA,0.0622303938901068,24.6,NA,"1",45.931,-0.600781420313721
"ILEMUC05_SH","SH","ilemuc",0.598425196850394,1.413179874,48.85598755,2.5,0.5,4,0.5,0.0624231185855656,34.6,NA,"1",45.931,-0.600781420313721
"ILEMUC06_SH","SH","ilemuc",0.592592592592593,1.714556456,49.15249634,3.5,1.5,NA,NA,0.0639688743230691,28.7,NA,"1",45.931,-0.600781420313721
"ILEMUC07_SH","SH","ilemuc",0.580357142857143,1.747103572,49.41685486,5.25,1.2,1,0.5,0.0586776493512245,28.3,NA,"1",45.931,-0.600781420313721
"KALANG01_SH","SH","kalang",0.528089887640449,1.70227778,52.40770721,0.3,0.5,NA,NA,0.0543982592557038,30.8,NA,"1",45.931,-0.600781420313721
"KALANG02_SH","SH","kalang",0.265625,2.025684118,53.47183609,0.5,0.5,NA,NA,0.0432031663740001,26.4,NA,"1",45.931,-0.600781420313721
"KALANG03_SH","SH","kalang",0.541666666666667,1.57965529,53.37899399,1.2,0.5,NA,NA,0.053156146179402,33.8,NA,"1",45.931,-0.600781420313721
"KALANG04_SH","SH","kalang",0.578947368421053,2.603083611,53.61665726,0.5,0.5,NA,NA,0.0444642063139173,20.6,NA,"1",45.931,-0.600781420313721
"KALANG07_SH","SH","kalang",0.529411764705882,1.634597898,54.20410538,1,0.5,NA,NA,0.056732760332454,33.2,NA,"1",45.931,-0.600781420313721
"KALANG08_SH","SH","kalang",0.588235294117647,1.690956593,53.90420151,9.8,0.5,NA,NA,0.0601765177855041,31.9,NA,"1",45.931,-0.600781420313721
"LONCAN01_SH","SH","loncan",0.567567567567568,1.159871936,45.07177353,5.25,0.5,NA,NA,0.0286797520950209,38.9,NA,"1",45.931,-0.600781420313721
"LONCAN02_SH","SH","loncan",0.6,1.379902124,45.90887833,4.75,NA,NA,NA,0.0273370438814228,33.3,NA,"1",45.931,-0.600781420313721
"LONCAN04_SH","SH","loncan",0.370967741935484,1.309654355,45.36784744,7,0.5,NA,NA,0.0259380170833147,34.6,NA,"1",45.931,-0.600781420313721
"LONCAN05_SH","SH","loncan",0.5625,1.097287059,45.50102997,4.5,0.5,NA,NA,0.0324750637903039,41.5,NA,"1",45.931,-0.600781420313721
"LONCAN06_SH","SH","loncan",0.478260869565217,1.439824462,44.52256775,1,0.5,NA,NA,0.0503102465202079,30.9,NA,"1",45.931,-0.600781420313721
"LONCAN99_SH","SH","loncan",0.517241379310345,1.533599734,45.01890945,0.25,0.5,NA,NA,0.0254659472536568,29.4,NA,"1",45.931,-0.600781420313721
"POPGRA01_SH","SH","popgra",0.559322033898305,2.044774532,49.42435455,1.4,13.8,NA,NA,0.0570706280728306,24.2,NA,"1",45.931,-0.600781420313721
"POPGRA02_SH","SH","popgra",0.51984126984127,2.335150242,51.43754959,1.6,4.7,NA,NA,0.0635417776939664,22,NA,"1",45.931,-0.600781420313721
"POPGRA04_SH","SH","popgra",0.560975609756098,2.496547699,49.27892303,1.5,7,NA,NA,0.0866208613309337,19.7,NA,"1",45.931,-0.600781420313721
"POPGRA05_SH","SH","popgra",0.426724137931035,3.095728397,51.31177521,1.8,5.1,NA,NA,0.0632286109464533,16.6,NA,"1",45.931,-0.600781420313721
"POPGRA06_SH","SH","popgra",0.464454976303318,3.324130774,51.05384827,2,6.2,NA,NA,0.0554987381890657,15.4,NA,"1",45.931,-0.600781420313721
"POPGRA08_SH","SH","popgra",0.545454545454545,2.526772261,49.07820511,1.5,13.2,10.5,NA,0.0642112914950327,19.4,NA,"1",45.931,-0.600781420313721
"POPTRE01_SH","SH","poptre",0.520710059171598,2.713674068,50.17532349,3,10.1,NA,NA,0.0624219725343321,18.5,NA,"1",45.931,-0.600781420313721
"POPTRE02_SH","SH","poptre",0.43010752688172,3.304295778,51.05925369,5.75,6.2,NA,NA,0.0585166307545911,15.5,NA,"1",45.931,-0.600781420313721
"POPTRE03_SH","SH","poptre",0.440476190476191,3.293709278,50.95933533,6.25,5.2,NA,NA,0.0771116452864317,15.5,NA,"1",45.931,-0.600781420313721
"POPTRE04_SH","SH","poptre",0.469387755102041,2.610889912,50.7956543,5,3.1,1.5,NA,0.0633530746039019,19.5,NA,"1",45.931,-0.600781420313721
"POPTRE05_SH","SH","poptre",0.514925373134328,2.196471214,49.75233459,4,3.6,NA,NA,0.0605302885637387,22.7,NA,"1",45.931,-0.600781420313721
"POPTRE06_SH","SH","poptre",0.535864978902954,2.834949732,48.86683273,12.09,10.6,NA,NA,0.0633619870319133,17.2,NA,"1",45.931,-0.600781420313721
"PRUPEN02_SH","SH","prupen",0.5,2.542138815,48.02455902,3.8,2.7,NA,NA,0.0495149086295202,18.9,NA,"1",45.931,-0.600781420313721
"PRUPEN03_SH","SH","prupen",0.625850340136054,2.179510832,48.43069077,2.75,5.2,NA,NA,0.0534901067839196,22.2,NA,"1",45.931,-0.600781420313721
"PRUPEN04_SH","SH","prupen",0.455645161290323,3.371711254,50.56137085,9.25,9.8,9.5,11.3,0.0468474283364478,15,NA,"1",45.931,-0.600781420313721
"PRUPEN06_SH","SH","prupen",0.458823529411765,2.507101536,49.12133789,7.25,6.7,NA,NA,0.0468813148322781,19.6,NA,"1",45.931,-0.600781420313721
"PRUPEN08_SH","SH","prupen",0.445344129554656,3.314763784,49.88368607,9.75,12.8,NA,NA,0.0503942202410676,15,NA,"1",45.931,-0.600781420313721
"PRUPEN09_SH","SH","prupen",0.518518518518518,2.75045085,49.22493362,6.5,9.3,NA,NA,0.0455924386694022,17.9,NA,"1",45.931,-0.600781420313721
"QUERUB02_SH","SH","querub",0.676470588235294,2.299360275,49.3494873,NA,NA,NA,NA,0.0472232144478819,21.5,NA,"1",45.931,-0.600781420313721
"QUERUB04_SH","SH","querub",0.585669781931464,2.446279526,49.22423172,4,NA,NA,NA,0.0500055809800201,20.1,NA,"1",45.931,-0.600781420313721
"QUERUB05_SH","SH","querub",0.599137931034483,2.28355813,50.12187195,5,4.25,4.75,1.9,0.0746839429522653,21.9,NA,"1",45.931,-0.600781420313721
"QUERUB06_SH","SH","querub",0.680115273775216,2.228312016,48.43655396,6.5,3.7,NA,NA,0.0397389402233257,21.7,NA,"1",45.931,-0.600781420313721
"QUERUB07_SH","SH","querub",0.452380952380952,2.460135221,48.71317673,5.6,3.7,NA,NA,0.0408066359009363,19.8,NA,"1",45.931,-0.600781420313721
"QUERUB10_SH","SH","querub",0.550898203592814,2.452829838,48.85361862,4.25,3,NA,NA,0.039415589362428,19.9,NA,"1",45.931,-0.600781420313721
"QUERUB14_SH","SH","querub",0.629032258064516,2.08317256,49.76169205,3,1.8,NA,NA,0.0465244069969777,23.9,NA,"1",45.931,-0.600781420313721
"SAMRAC01_SH","SH","samrac",0.245901639344262,4.138409615,49.07409286,3,4.3,2,2.2,0.0392562148997364,11.9,NA,"1",45.931,-0.600781420313721
"SAMRAC02_SH","SH","samrac",0.32,3.622446537,48.10679245,2.2,2.75,2.5,2.25,0.072519869464235,13.3,NA,"1",45.931,-0.600781420313721
"SAMRAC03_SH","SH","samrac",0.322033898305085,3.271000147,49.08798981,1.3,1,NA,NA,0.0446638366624074,15,NA,"1",45.931,-0.600781420313721
"SAMRAC04_SH","SH","samrac",0.240437158469945,4.589049816,48.16595459,3,2.2,1.8,1.7,0.0387604564241501,10.5,NA,"1",45.931,-0.600781420313721
"SAMRAC05_SH","SH","samrac",0.25503355704698,4.712920189,49.46750641,2.5,1.5,1.25,1.1,0.0256833322956229,10.5,NA,"1",45.931,-0.600781420313721
"SAMRAC06_SH","SH","samrac",0.278350515463918,3.914161682,49.20131683,3.5,3.4,3.6,5,0.0393203972274548,12.6,NA,"1",45.931,-0.600781420313721
"SPIALB02_SH","SH","spialb",0.785714285714286,1.798264503,49.61100769,0.3,0.5,NA,NA,0.0505104210974054,27.6,NA,"1",45.931,-0.600781420313721
"SPIALB03_SH","SH","spialb",0.625,1.91588521,51.05950928,0.5,0.5,NA,NA,0.0489995916700694,26.7,NA,"1",45.931,-0.600781420313721
"SPIALB06_SH","SH","spialb",0.394736842105263,2.235586882,51.0055809,1.2,0.5,NA,NA,0.0438981562774363,22.8,NA,"1",45.931,-0.600781420313721
"SPIALB08_SH","SH","spialb",0.942307692307692,1.733783603,50.5352478,0.5,0.5,NA,NA,0.0562688628574352,29.1,NA,"1",45.931,-0.600781420313721
"SPIALB98_SH","SH","spialb",0.692307692307692,1.815958738,49.71206665,0.5,0.5,NA,NA,0.047076949413678,27.4,NA,"1",45.931,-0.600781420313721
"SPIALB99_SH","SH","spialb",0.488372093023256,1.450480223,49.68209839,1,0.5,NA,NA,0.0509175551260469,34.3,NA,"1",45.931,-0.600781420313721
"VACMYR02_SH","SH","vacmyr",0.725,2.596734285,50.603302,1,0.5,NA,NA,0.0364899382374008,19.5,NA,"1",45.931,-0.600781420313721
"VACMYR03_SH","SH","vacmyr",0.679245283018868,2.84769392,48.50624847,0.25,0.5,NA,NA,0.0236499802916831,17,NA,"1",45.931,-0.600781420313721
"VACMYR04_SH","SH","vacmyr",0.675,2.97692275,50.21430206,0.75,0.5,NA,NA,0.0189531541207316,16.9,NA,"1",45.931,-0.600781420313721
"VACMYR05_SH","SH","vacmyr",0.605263157894737,2.163398504,49.9830246,0.6,0.5,NA,NA,0.0275352057273228,23.1,NA,"1",45.931,-0.600781420313721
"VACMYR06_SH","SH","vacmyr",0.660377358490566,2.077031851,49.97135544,0.5,0.5,NA,NA,0.0378632505600606,24.1,NA,"1",45.931,-0.600781420313721
"VACMYR07_SH","SH","vacmyr",0.625,3.102243185,49.9825325,0.6,0.5,NA,NA,0.0254110233019084,16.1,NA,"1",45.931,-0.600781420313721
"VIBCAS01_SH","SH","vibcas",0.555023923444976,2.164963484,49.27870941,1,1.5,NA,NA,0.0538191005482821,22.8,NA,"1",45.931,-0.600781420313721
"VIBCAS04_SH","SH","vibcas",0.457142857142857,2.451192617,48.5600853,NA,NA,NA,NA,0.031893566611992,19.8,NA,"1",45.931,-0.600781420313721
"VIBCAS05_SH","SH","vibcas",0.530386740331492,1.762457252,50.17048264,2,1.4,1.2,0.5,0.057401327118683,28.5,NA,"1",45.931,-0.600781420313721
"VIBCAS06_SH","SH","vibcas",0.582677165354331,2.063175678,49.0501709,1.4,0.5,NA,NA,0.0536695904847611,23.8,NA,"1",45.931,-0.600781420313721
"VIBCAS07_SH","SH","vibcas",0.529411764705882,1.715643167,49.96912003,1.6,0.5,NA,NA,0.0709126418252836,29.1,NA,"1",45.931,-0.600781420313721
"VIBCAS08_SH","SH","vibcas",0.657142857142857,1.974734783,48.5616684,2,1,1,0.5,0.076665150213146,24.6,NA,"1",45.931,-0.600781420313721
"VIBLAN02_SH","SH","viblan",0.5,2.288287401,47.39825058,1.5,1.2,0.5,NA,0.0337590727508018,20.7,NA,"1",45.931,-0.600781420313721
"VIBLAN04_SH","SH","viblan",0.519125683060109,2.079928875,47.7179718,1.8,1.3,NA,NA,0.034803999418807,22.9,NA,"1",45.931,-0.600781420313721
"VIBLAN05_SH","SH","viblan",0.44,2.145836592,48.08044434,2,0.5,NA,NA,0.024073267698277,22.4,NA,"1",45.931,-0.600781420313721
"VIBLAN06_SH","SH","viblan",0.5,2.274951458,47.19084549,1.5,0.5,NA,NA,0.0350366424886027,20.7,NA,"1",45.931,-0.600781420313721
"VIBLAN07_SH","SH","viblan",0.444444444444444,1.933788896,46.55111694,1.5,0.5,NA,NA,0.0342083468366281,24.1,NA,"1",45.931,-0.600781420313721
"VIBLAN09_SH","SH","viblan",0.455621301775148,2.071050406,47.97768784,1,0.5,NA,NA,0.0285549776943494,23.2,NA,"1",45.931,-0.600781420313721
"ACEPEN01_HF","HF","acepen",0.354545454545455,3.540307045,49.05248642,4,2,NA,NA,0.0431456127234924,13.9,NA,"1",42.5315,-1.42261481128412
"ACEPEN02_HF","HF","acepen",0.430769230769231,3.144395351,46.2130394,3,2,NA,NA,0.0197990397465723,14.7,NA,"1",42.5315,-1.42261481128412
"ACEPEN03_HF","HF","acepen",0.526595744680851,2.676598549,46.56890488,0.96,2.3,NA,NA,0.0190239589977731,17.4,NA,"1",42.5315,-1.42261481128412
"ACEPEN04_HF","HF","acepen",0.454545454545455,2.626013279,47.34117508,0.75,2.1,2.8,NA,0.0267943049922662,18,NA,"1",42.5315,-1.42261481128412
"ACEPEN11_HF","HF","acepen",0.3671875,2.104939222,49.21846771,5,3.25,1.5,NA,0.0292617046818727,23.4,NA,"1",42.5315,-1.42261481128412
"ACEPEN12_HF","HF","acepen",0.628099173553719,2.084821463,48.55783081,16.5,13.9,NA,NA,0.0362773285992706,23.3,NA,"1",42.5315,-1.42261481128412
"ACERUB11_HF","HF","acerub",0.6,2.062268496,49.05189133,13.86,8.6,13.2,NA,0.0350285261043045,23.8,NA,"1",42.5315,-1.42261481128412
"ACERUB13_HF","HF","acerub",0.643243243243243,1.989035726,49.34560776,13.5,12,NA,NA,0.0375600617450771,24.8,NA,"1",42.5315,-1.42261481128412
"ACERUB14_HF","HF","acerub",0.503355704697987,2.038106441,49.12500763,19.72,13.6,2.2,NA,0.0341523915661568,24.1,NA,"1",42.5315,-1.42261481128412
"ACERUB15_HF","HF","acerub",0.469565217391304,2.79383564,48.56135941,17,17.3,NA,NA,0.0538087100358226,17.4,NA,"1",42.5315,-1.42261481128412
"ACERUB17_HF","HF","acerub",0.627118644067797,1.743574858,47.71640396,4.25,2.2,NA,NA,0.0417100169651979,27.4,NA,"1",42.5315,-1.42261481128412
"ACESAC02_HF","HF","acesac",0.603351955307263,1.634038329,48.25867462,7.5,6.25,NA,NA,0.0346630583675788,29.5,NA,"1",42.5315,-1.42261481128412
"ACESAC05_HF","HF","acesac",1,1.934937477,47.73533249,18.5,17.8,NA,NA,0.031235683644996,24.7,NA,"1",42.5315,-1.42261481128412
"ACESAC06_HF","HF","acesac",0.575757575757576,1.699398279,48.19945908,12,7,7.7,NA,0.0343462542767692,28.4,NA,"1",42.5315,-1.42261481128412
"ACESAC07_HF","HF","acesac",0.622448979591837,1.844301343,48.53834152,7.25,7.3,NA,NA,0.0347743454848439,26.3,NA,"1",42.5315,-1.42261481128412
"ACESAC08_HF","HF","acesac",0.636986301369863,1.759538531,47.50047684,10.5,8.2,NA,NA,0.0332483168039618,27,NA,"1",42.5315,-1.42261481128412
"ACESAC10_HF","HF","acesac",0.569620253164557,2.150610209,49.26392365,7.53,6,NA,NA,0.0303997568019456,22.9,NA,"1",42.5315,-1.42261481128412
"ALNINC01_HF","HF","alninc",0.513888888888889,2.432710409,50.07162857,1.8,1,NA,NA,0.0586258849041498,20.6,NA,"1",42.5315,-1.42261481128412
"ALNINC02_HF","HF","alninc",0.504761904761905,2.638236046,49.7767334,2.5,2.25,NA,NA,0.0573011567413368,18.9,NA,"1",42.5315,-1.42261481128412
"ALNINC04_HF","HF","alninc",0.4375,3.322099686,50.92548752,4,2,2.75,1.25,0.03332818115074,15.3,NA,"1",42.5315,-1.42261481128412
"ALNINC05_HF","HF","alninc",0.527777777777778,3.19997406,49.42654037,2.5,2.7,3.5,2.2,0.047842937487523,15.4,NA,"1",42.5315,-1.42261481128412
"ALNINC07_HF","HF","alninc",0.522556390977444,2.488942862,48.9257164,2.4,2.5,1.6,NA,0.0354178088505708,19.7,NA,"1",42.5315,-1.42261481128412
"ALNINC08_HF","HF","alninc",0.418604651162791,3.003665447,48.61175537,2.2,1.2,NA,NA,0.044998681073141,16.2,NA,"1",42.5315,-1.42261481128412
"AROMEL02_HF","HF","aromel",0.523809523809524,2.563307524,47.5817337,0.5,1,NA,NA,0.0378585809915507,18.6,NA,"1",42.5315,-1.42261481128412
"AROMEL03_HF","HF","aromel",0.488888888888889,2.48521328,47.17057419,0.4,1,NA,NA,0.0319021666888209,19,NA,"1",42.5315,-1.42261481128412
"AROMEL04_HF","HF","aromel",0.608695652173913,3.207069874,48.27163315,0.9,1,NA,NA,0.0516112675546219,15.1,NA,"1",42.5315,-1.42261481128412
"AROMEL06_HF","HF","aromel",0.626373626373626,3.37479496,47.70635605,0.2,1,NA,NA,0.036509141889129,14.1,NA,"1",42.5315,-1.42261481128412
"AROMEL08_HF","HF","aromel",0.55,2.353056669,45.97199249,1.2,1,NA,NA,0.0606603612429099,19.5,NA,"1",42.5315,-1.42261481128412
"AROMEL11_HF","HF","aromel",0.609022556390977,2.166918278,47.78806686,2.5,1.1,1,NA,0.0473709142586452,22.1,NA,"1",42.5315,-1.42261481128412
"BETALL10_HF","HF","betall",0.522875816993464,4.319714546,45.73018646,3.49,7,NA,NA,0.0211415677817883,10.6,NA,"1",42.5315,-1.42261481128412
"BETALL16_HF","HF","betall",0.576388888888889,2.865850449,46.23198318,2.84,13,NA,NA,0.0219132236344077,16.1,NA,"1",42.5315,-1.42261481128412
"BETALL17_HF","HF","betall",0.570552147239264,2.959652424,46.20450592,2.34,9.6,NA,NA,0.0283311597787471,15.6,NA,"1",42.5315,-1.42261481128412
"BETALL18_HF","HF","betall",0.560606060606061,2.242072821,46.01323318,2.1,4.3,NA,NA,0.0303664580780201,20.5,NA,"1",42.5315,-1.42261481128412
"BETALL19_HF","HF","betall",0.5,2.424380779,46.39881516,1.49,5.5,NA,NA,0.0264217292301188,19.1,NA,"1",42.5315,-1.42261481128412
"BETALL20_HF","HF","betall",0.572614107883817,2.639255285,45.38018799,1.05,4.2,NA,NA,0.0231634089410758,17.2,NA,"1",42.5315,-1.42261481128412
"BETALL21_HF","HF","betall",0.573770491803279,3.002215147,45.81472015,1.22,3.5,NA,NA,0.0212192585991045,15.3,NA,"1",42.5315,-1.42261481128412
"BETALL22_HF","HF","betall",0.6125,2.718388081,45.65085983,1.44,6.7,NA,NA,0.0243923132397234,16.8,NA,"1",42.5315,-1.42261481128412
"BETLEN04_HF","HF","betlen",0.552631578947368,2.616669655,47.3759346,1.4,3.25,NA,NA,0.0192067607797945,18.1,NA,"1",42.5315,-1.42261481128412
"BETLEN05_HF","HF","betlen",0.588235294117647,2.688756704,48.11897278,12,8.5,NA,NA,0.0206737933826633,17.9,NA,"1",42.5315,-1.42261481128412
"BETLEN06_HF","HF","betlen",0.509090909090909,2.50052309,49.41156769,8.5,4.5,NA,NA,0.0286134578630149,19.8,NA,"1",42.5315,-1.42261481128412
"BETLEN08_HF","HF","betlen",0.580645161290323,2.48957634,48.42408752,20.75,11.3,NA,NA,0.0202560672654309,19.5,NA,"1",42.5315,-1.42261481128412
"BETLEN10_HF","HF","betlen",0.55,2.445852041,48.85346222,20,12,NA,NA,0.0260959117958181,20,NA,"1",42.5315,-1.42261481128412
"BETLEN11_HF","HF","betlen",0.430379746835443,2.78061986,47.9773674,14.25,10.5,NA,NA,0.0279812880062741,17.3,NA,"1",42.5315,-1.42261481128412
"BETPAP06_HF","HF","betpap",0.624434389140271,2.195128202,50.11785889,9.75,6.5,NA,NA,0.0412371134020619,22.8,NA,"1",42.5315,-1.42261481128412
"BETPAP08_HF","HF","betpap",0.511551155115512,2.480232716,49.40662766,6.5,5,NA,NA,0.048066673127241,19.9,NA,"1",42.5315,-1.42261481128412
"BETPAP09_HF","HF","betpap",0.637795275590551,2.604366541,50.72706223,8,4.5,NA,NA,0.041236398918844,19.5,NA,"1",42.5315,-1.42261481128412
"BETPAP13_HF","HF","betpap",0.752577319587629,2.581919909,48.29288483,8.5,4,NA,NA,0.0414416429309109,18.7,NA,"1",42.5315,-1.42261481128412
"BETPAP14_HF","HF","betpap",0.445283018867925,2.673125267,48.20022202,4,4,NA,NA,0.0442864152217825,18,NA,"1",42.5315,-1.42261481128412
"BETPAP15_HF","HF","betpap",0.701906412478336,1.881418705,47.0825119,7.49,9.4,NA,NA,0.0392845993847751,25,NA,"1",42.5315,-1.42261481128412
"CORCOR01_HF","HF","corcor",0.520833333333333,1.944244742,34.94711685,1.5,1,1,NA,0.0243359755249618,18,NA,"1",42.5315,-1.42261481128412
"CORCOR06_HF","HF","corcor",0.459770114942529,2.508362055,48.61764526,1.4,1,1,NA,0.0265852009048296,19.4,NA,"1",42.5315,-1.42261481128412
"CORCOR07_HF","HF","corcor",0.464788732394366,2.860642195,48.55934906,1.6,1,NA,NA,0.0294791518959946,17,NA,"1",42.5315,-1.42261481128412
"CORCOR08_HF","HF","corcor",0.458333333333333,2.750686407,48.59108353,2,1,1,1,0.0295510805416842,17.7,NA,"1",42.5315,-1.42261481128412
"CORCOR09_HF","HF","corcor",0.58,2.358239889,48.54636002,2.1,1,1,NA,0.0355676835525702,20.6,NA,"1",42.5315,-1.42261481128412
"CORCOR10_HF","HF","corcor",0.581081081081081,2.446088314,48.31386566,1.9,1.3,NA,NA,0.0329618260851651,19.8,NA,"1",42.5315,-1.42261481128412
"FAGGRA02_HF","HF","faggra",0.648854961832061,2.618942738,47.70043182,1.18,2.5,1.5,NA,0.0219915924450422,18.2,NA,"1",42.5315,-1.42261481128412
"FAGGRA03_HF","HF","faggra",0.694158075601375,2.325170994,47.73727417,2.42,6,NA,NA,0.0277063569465378,20.5,NA,"1",42.5315,-1.42261481128412
"FAGGRA08_HF","HF","faggra",0.711229946524064,2.48933959,47.46440887,2.29,8,NA,NA,0.024454001180538,19.1,NA,"1",42.5315,-1.42261481128412
"FAGGRA09_HF","HF","faggra",0.776923076923077,2.422856092,47.18852997,0.7,3.3,NA,NA,0.0234910890468882,19.5,NA,"1",42.5315,-1.42261481128412
"FAGGRA10_HF","HF","faggra",0.992673992673993,2.046210051,46.95327759,2.07,6.3,NA,NA,0.026020035427279,22.9,NA,"1",42.5315,-1.42261481128412
"FAGGRA11_HF","HF","faggra",0.646666666666667,2.111629963,47.15469742,2.38,8,3.9,NA,0.0265857022863704,22.3,NA,"1",42.5315,-1.42261481128412
"FRANIG01_HF","HF","franig",0.453038674033149,3.689596176,46.70792389,8.55,5.2,NA,NA,0.0268864727894163,12.7,NA,"1",42.5315,-1.42261481128412
"FRANIG04_HF","HF","franig",0.586206896551724,3.890736341,46.71618271,9,6.5,NA,NA,0.0211990725405764,12,NA,"1",42.5315,-1.42261481128412
"FRANIG06_HF","HF","franig",0.41566265060241,3.864565611,47.35069656,6.5,5,NA,NA,0.0218964996255699,12.3,NA,"1",42.5315,-1.42261481128412
"FRANIG07_HF","HF","franig",0.470588235294118,2.88999033,47.48239517,10.5,4,NA,NA,0.0225330035024125,16.4,NA,"1",42.5315,-1.42261481128412
"FRANIG08_HF","HF","franig",0.497872340425532,3.311736345,46.67733765,7,5.5,NA,NA,0.0325487051276004,14.1,NA,"1",42.5315,-1.42261481128412
"FRANIG10_HF","HF","franig",0.45679012345679,3.420879364,46.46677399,12.5,8.5,NA,NA,0.0270771563570394,13.6,NA,"1",42.5315,-1.42261481128412
"HAMVIR07_HF","HF","hamvir",0.533864541832669,1.783855915,47.97997665,4,3,NA,NA,0.0346525266922529,26.9,NA,"1",42.5315,-1.42261481128412
"HAMVIR08_HF","HF","hamvir",0.611111111111111,2.451174974,46.45710754,2,2,NA,NA,0.0241893590612942,19,NA,"1",42.5315,-1.42261481128412
"HAMVIR09_HF","HF","hamvir",0.65,2.131229162,46.87605286,2.5,2,NA,NA,0.0253719833212594,22,NA,"1",42.5315,-1.42261481128412
"HAMVIR10_HF","HF","hamvir",0.612903225806452,1.873366594,46.31808472,3.5,2,NA,NA,0.0232018561484919,24.7,NA,"1",42.5315,-1.42261481128412
