"sample","site","species","ssd","per.N","per.C","ht","dbh","dbh2","dbh3","lma","C.N","type","transect","latitude","latZ"
"af_poptre_13","af","poptre",0.441687344913151,NA,NA,11.12,6,NA,NA,0.0528799618003625,NA,"tree","0",50.8837,0.596540019738961
"af_poptre_15","af","poptre",0.54150289017341,NA,NA,2.91,2.744,NA,NA,0.0530690255822902,NA,"tree","0",50.8837,0.596540019738961
"af_poptre_3","af","poptre",0.35156976744186,2.4,48.2,6.77,5.4,NA,NA,0.0593237385323805,19.9,"tree","0",50.8837,0.596540019738961
"af_poptre_4","af","poptre",0.481761363636364,2.2,48.1,6.38,4.4,NA,NA,0.0716595582896956,22,"tree","0",50.8837,0.596540019738961
"af_poptre_5","af","poptre",0.522065868263473,2.2,47.3,4.8,6,NA,NA,0.0715434817804051,21.2,"tree","0",50.8837,0.596540019738961
"af_poptre_6","af","poptre",0.52679347826087,1.9,46.8,14.17,12.7,NA,NA,0.0772635951416424,24.1,"tree","0",50.8837,0.596540019738961
"af_poptre_7","af","poptre",NA,3.2,50.7,NA,NA,NA,NA,0.0379984583350296,16,NA,"0",50.8837,0.596540019738961
"af_poptre_8","af","poptre",0.417403598971722,2.9,49.6,5.95,8.1,NA,NA,0.0297093503713376,17,"tree","0",50.8837,0.596540019738961
"af_poptre_9","af","poptre",0.440517711171662,2.8,53.4,9.54,8,NA,NA,0.0546879373617958,19.1,"tree","0",50.8837,0.596540019738961
"af_riblac_1","af","riblac",0.597519379844961,1.7,44.4,0.46,0.408,NA,NA,0.0396931377894589,26.1,"shrub","0",50.8837,0.596540019738961
"af_riblac_10","af","riblac",0.520108108108108,2.4,44.6,1.29,0.803,NA,NA,0.0271401928743847,18.3,"shrub","0",50.8837,0.596540019738961
"af_riblac_11","af","riblac",0.581156069364162,2.5,42,0.92,0.756,NA,NA,0.0247917363882923,17.2,"shrub","0",50.8837,0.596540019738961
"af_riblac_12","af","riblac",0.532452830188679,3.2,43.9,1.13,0.808,NA,NA,0.0224516983109813,13.9,"shrub","0",50.8837,0.596540019738961
"af_riblac_2","af","riblac",0.454296296296296,1.9,46.2,0.53,0.687,NA,NA,0.0417542423651521,24.7,"shrub","0",50.8837,0.596540019738961
"af_riblac_20","af","riblac",0.570490196078431,1.8,43.6,0.76,0.504,NA,NA,0.0355032568937688,24.7,"shrub","0",50.8837,0.596540019738961
"af_riblac_4","af","riblac",0.526129032258065,2.1,42.3,0.9,0.721,NA,NA,0.0335902668820046,20.4,"shrub","0",50.8837,0.596540019738961
"af_riblac_4","af","riblac",0.217465437788018,2.1,42.3,0.9,0.721,NA,NA,0.0335902668820046,20.4,"shrub","0",50.8837,0.596540019738961
"af_riblac_6","af","riblac",0.610728744939271,1.8,43,1.07,0.636,0.6,NA,0.0323074788571768,24.3,"shrub","0",50.8837,0.596540019738961
"af_riblac_7","af","riblac",0.631865671641791,1.7,46,0.92,0.799,NA,NA,0.0709436172184656,27.8,"shrub","0",50.8837,0.596540019738961
"af_riblac_8","af","riblac",0.507560975609756,2.1,45,1.43,0.91,NA,NA,0.0485395156242148,21.3,"shrub","0",50.8837,0.596540019738961
"af_rubpar_10","af","rubpar",0.261592592592593,2.9,42.5,1.28,0.69,NA,NA,0.0269157194049144,14.7,"shrub","0",50.8837,0.596540019738961
"af_rubpar_11","af","rubpar",0.480355871886121,1.7,43,1.04,0.709,NA,NA,0.0291393100955505,25.9,"shrub","0",50.8837,0.596540019738961
"af_rubpar_13","af","rubpar",0.477552742616034,2.6,42.7,0.88,0.658,NA,NA,0.028594333074372,16.1,"shrub","0",50.8837,0.596540019738961
"af_rubpar_14","af","rubpar",0.2954,2.5,44.6,0.89,6.61,NA,NA,0.0405352545404813,18,"shrub","0",50.8837,0.596540019738961
"af_rubpar_15","af","rubpar",0.273103448275862,3.5,45.2,1.4,0.881,NA,NA,0.0283400295069852,12.8,"shrub","0",50.8837,0.596540019738961
"af_rubpar_16","af","rubpar",0.217146666666667,3.7,45.5,1.4,1.031,NA,NA,0.027087628106732,12.2,"shrub","0",50.8837,0.596540019738961
"af_rubpar_2","af","rubpar",0.314813432835821,3.2,43.4,0.91,0.787,NA,NA,0.0347476099558203,13.6,"shrub","0",50.8837,0.596540019738961
"af_rubpar_3","af","rubpar",0.280236220472441,3.2,44.8,1.17,0.846,NA,NA,0.0304804895370933,14.1,"shrub","0",50.8837,0.596540019738961
"af_rubpar_4","af","rubpar",0.273520599250936,2.7,45,0.69,0.636,NA,NA,0.0396402989328944,16.6,"shrub","0",50.8837,0.596540019738961
"af_rubpar_5","af","rubpar",0.292727272727273,2.4,42.5,0.59,0.463,NA,NA,0.0225170788132344,17.7,"shrub","0",50.8837,0.596540019738961
"af_rubpar_6","af","rubpar",0.284814814814815,2.4,42.7,0.64,0.484,0.552,0.426,0.0241606202828869,17.5,"shrub","0",50.8837,0.596540019738961
"af_rubpar_7","af","rubpar",NA,2.3,42.2,NA,NA,NA,NA,0.0258462004644479,18.4,NA,"0",50.8837,0.596540019738961
"af_rubpar_9","af","rubpar",0.428943661971831,NA,NA,0.75,0.621,NA,NA,NA,NA,"shrub","0",50.8837,0.596540019738961
"af_samrac_1","af","samrac",0.333459357277883,4.1,48.1,2.19,3.071,NA,NA,0.048358139387117,11.6,"shrub","0",50.8837,0.596540019738961
"af_samrac_10","af","samrac",0.327539503386005,3.8,49.2,1.69,2.919,NA,NA,0.052323648317101,12.8,"shrub","0",50.8837,0.596540019738961
"af_samrac_12","af","samrac",0.237430406852248,4.8,49.2,2.51,2.45,NA,NA,0.0371729734849236,10.3,"shrub","0",50.8837,0.596540019738961
"af_samrac_13","af","samrac",0.25831884057971,6,48.7,2.36,2.054,NA,NA,0.0212281822111768,8.2,"shrub","0",50.8837,0.596540019738961
"af_samrac_3","af","samrac",0.28981228668942,5.5,47.5,1.83,1.858,NA,NA,0.0365842890287141,8.7,"shrub","0",50.8837,0.596540019738961
"af_samrac_4","af","samrac",0.281839378238342,4.9,49.6,1.8,1.91,NA,NA,0.0326483794854673,10.2,"shrub","0",50.8837,0.596540019738961
"af_samrac_5","af","samrac",0.253846153846154,5,48.2,1.98,1.87,NA,NA,0.0286819733353938,9.6,"shrub","0",50.8837,0.596540019738961
"af_samrac_6","af","samrac",0.281012658227848,6.2,46.6,2.08,3.365,NA,NA,0.0263843522915314,7.5,"shrub","0",50.8837,0.596540019738961
"af_samrac_7","af","samrac",0.200295566502463,6.2,46.4,2.21,1.726,1.384,1.791,0.0292741949947183,7.4,"shrub","0",50.8837,0.596540019738961
"af_samrac_9","af","samrac",0.249907407407407,4.3,49.7,1.66,1.383,NA,NA,0.0429635037573926,11.7,"shrub","0",50.8837,0.596540019738961
"af_shecan_1","af","shecan",0.562435424354244,2.3,45.5,0.74,0.946,NA,NA,0.334373177645117,20.1,"shrub","0",50.8837,0.596540019738961
"af_shecan_10","af","shecan",0.494847457627119,3.9,46.4,1.7,2.444,NA,NA,0.0315265147266641,11.9,"shrub","0",50.8837,0.596540019738961
"af_shecan_2","af","shecan",0.50296803652968,3.8,45.8,1.03,1.315,NA,NA,0.0423519810576421,11.9,"shrub","0",50.8837,0.596540019738961
"af_shecan_3","af","shecan",0.466666666666667,2.8,47,0.8,0.789,0.64,0.731,0.0812595982500559,16.6,"shrub","0",50.8837,0.596540019738961
"af_shecan_4","af","shecan",0.458982035928144,2.7,46.5,0.88,0.958,NA,NA,0.0761249021613318,17.2,"shrub","0",50.8837,0.596540019738961
"af_shecan_5","af","shecan",0.546855036855037,4.3,47,1.51,2.439,NA,NA,0.0715452208256562,10.8,"shrub","0",50.8837,0.596540019738961
"af_shecan_6","af","shecan",0.555393939393939,2.8,47,1.57,0.986,1.087,0.88,0.1056391686215,17.1,"shrub","0",50.8837,0.596540019738961
"af_shecan_7","af","shecan",0.491261261261261,3.3,46.6,1.54,1.342,1.484,NA,0.0662245929529915,14,"shrub","0",50.8837,0.596540019738961
"af_shecan_8","af","shecan",0.479164420485175,2.2,46.1,1.47,1.841,NA,NA,0.101953559542188,20.6,"shrub","0",50.8837,0.596540019738961
"af_shecan_9","af","shecan",0.502821428571429,3.6,51.5,1.04,1.139,NA,NA,0.0461382471841328,14.2,"shrub","0",50.8837,0.596540019738961
"af_sorsco_10","af","sorsco",0.48458904109589,2.5,44.7,3.91,1.295,NA,NA,0.032880105064044,17.9,"shrub","0",50.8837,0.596540019738961
"af_sorsco_11","af","sorsco",0.458368794326241,2.3,57,3.47,2.772,NA,NA,NA,25.4,"shrub","0",50.8837,0.596540019738961
"af_sorsco_13","af","sorsco",0.444074074074074,3.4,46.5,2.09,2.246,NA,NA,NA,13.8,"shrub","0",50.8837,0.596540019738961
"af_sorsco_2","af","sorsco",0.40587044534413,3.3,45,NA,2.825,NA,NA,0.145943947289096,13.6,"shrub","0",50.8837,0.596540019738961
"af_sorsco_3","af","sorsco",0.436977611940298,2.9,47.1,6.38,1.719,NA,NA,0.0759833435603361,16.3,"shrub","0",50.8837,0.596540019738961
"af_sorsco_3_02","af","sorsco",0.430942028985507,3.5,45.3,1.73,3.2,4,NA,0.0385146638525056,13.1,"shrub","0",50.8837,0.596540019738961
"af_sorsco_6","af","sorsco",0.379358490566038,2.5,42.6,1.32,1.226,0.984,NA,0.0293878659427082,16.8,"shrub","0",50.8837,0.596540019738961
"af_sorsco_7","af","sorsco",0.490387409200969,3,44.3,2.07,1.538,1.468,NA,0.0453354340291948,14.7,"shrub","0",50.8837,0.596540019738961
"af_sorsco_8","af","sorsco",0.475578231292517,2.8,46,4.39,1.799,NA,NA,0.038019709537497,16.2,"shrub","0",50.8837,0.596540019738961
"af_sorsco_9","af","sorsco",0.448580441640379,2.7,44.1,3.64,1.271,1.407,NA,0.0269052236319658,16.4,"shrub","0",50.8837,0.596540019738961
"af_spibet_1","af","spibet",0.530537634408602,1.8,47.7,0.46,0.315,NA,NA,0.0305923000949393,26.3,"shrub","0",50.8837,0.596540019738961
"af_spibet_11","af","spibet",0.577421383647799,2.1,47.6,0.5,0.354,NA,NA,0.0539478691433347,22.7,"shrub","0",50.8837,0.596540019738961
"af_spibet_12","af","spibet",0.561513157894737,NA,NA,0.51,0.448,NA,NA,NA,NA,"shrub","0",50.8837,0.596540019738961
"af_spibet_13","af","spibet",0.516875,2.3,49.2,0.97,0.588,NA,NA,0.0348727551223503,21.5,"shrub","0",50.8837,0.596540019738961
"af_spibet_14","af","spibet",0.51174672489083,2.6,45.5,0.91,0.565,NA,NA,0.0326716159593381,17.7,"shrub","0",50.8837,0.596540019738961
"af_spibet_2","af","spibet",0.0537254901960784,2.7,48,0.55,0.559,NA,NA,0.042120920593354,18.1,"shrub","0",50.8837,0.596540019738961
"af_spibet_20","af","spibet",0.455471698113208,1.7,44.4,0.58,0.361,NA,NA,0.0299557246365991,26,"shrub","0",50.8837,0.596540019738961
"af_spibet_4","af","spibet",0.535121951219512,2.2,47.6,0.05,0.299,NA,NA,0.0402803169931571,21.5,"shrub","0",50.8837,0.596540019738961
"af_spibet_5","af","spibet",0.521320754716981,2.5,48.2,0.64,0.392,NA,NA,0.03854131269811,19.3,"shrub","0",50.8837,0.596540019738961
"af_spibet_6","af","spibet",NA,2.5,48,NA,NA,NA,NA,0.0509432497499608,19.4,NA,"0",50.8837,0.596540019738961
"af_spibet_6_02","af","spibet",0.535494505494506,2,48.7,0.52,0.283,NA,NA,0.0531544842694684,24,"shrub","0",50.8837,0.596540019738961
"af_spipyr_1","af","spipyr",0.42969696969697,3.4,47.2,1.15,0.771,NA,NA,0.0253458347581264,14,"shrub","0",50.8837,0.596540019738961
"af_spipyr_11","af","spipyr",0.385278969957082,1.7,46.6,1,0.6,NA,NA,0.0438246664252263,27.5,"shrub","0",50.8837,0.596540019738961
"af_spipyr_12","af","spipyr",0.415632653061224,2.9,46.9,1.15,0.576,NA,NA,0.0361335466845589,16.2,"shrub","0",50.8837,0.596540019738961
"af_spipyr_13","af","spipyr",NA,2.6,47.2,1.52,0.859,NA,NA,0.0322985908519721,18.1,"shrub","0",50.8837,0.596540019738961
"af_spipyr_14","af","spipyr",0.56140625,2,47.9,1.08,0.507,NA,NA,0.0436993770531493,23.5,"shrub","0",50.8837,0.596540019738961
"af_spipyr_16","af","spipyr",0.403148936170213,2.6,47.2,0.99,0.76,NA,NA,0.0323378608637721,18.3,"shrub","0",50.8837,0.596540019738961
"af_spipyr_17","af","spipyr",0.461340206185567,2.7,46.9,0.98,0.591,NA,NA,0.0282364858938261,17.5,"shrub","0",50.8837,0.596540019738961
"af_spipyr_18","af","spipyr",0.39419512195122,2.8,47,1.45,0.867,NA,NA,0.0248838306276995,17,"shrub","0",50.8837,0.596540019738961
"af_spipyr_19","af","spipyr",0.521020408163265,2.6,46,0.87,0.788,NA,NA,0.0293375403184929,17.6,"shrub","0",50.8837,0.596540019738961
"af_spipyr_2","af","spipyr",0.486219931271478,2.9,47.2,1.32,0.993,NA,NA,0.0264478036779159,16.1,"shrub","0",50.8837,0.596540019738961
"af_symalb_1","af","symalb",0.549798387096774,2.3,52,0.73,0.556,NA,NA,0.0369311695757446,22.3,"shrub","0",50.8837,0.596540019738961
"af_symalb_11","af","symalb",0.560229885057471,2,51.6,0.83,0.872,NA,NA,0.0478610480882668,25.7,"shrub","0",50.8837,0.596540019738961
"af_symalb_12","af","symalb",0.5684,2,47.1,0.69,0.531,NA,NA,0.0583403676999153,24,"shrub","0",50.8837,0.596540019738961
"af_symalb_2","af","symalb",0.503702422145329,2.5,45.5,1.22,0.699,NA,NA,0.0267289694021094,18.4,"shrub","0",50.8837,0.596540019738961
"af_symalb_3","af","symalb",0.538132911392405,2.1,46.8,1.26,1.031,NA,NA,0.0324459147565677,22.8,"shrub","0",50.8837,0.596540019738961
"af_symalb_4","af","symalb",0.561684210526316,2.2,48.8,1.15,0.78,NA,NA,0.0543011909990122,22.1,"shrub","0",50.8837,0.596540019738961
"af_symalb_5","af","symalb",0.573966244725738,2.4,45.1,1.15,0.604,NA,NA,0.0572699492510062,18.8,"shrub","0",50.8837,0.596540019738961
"af_symalb_6","af","symalb",0.582647058823529,2,44.7,0.95,0.55,0.59,NA,0.0280536720778818,22.7,"shrub","0",50.8837,0.596540019738961
"af_symalb_7","af","symalb",0.626949152542373,1.6,45.9,0.54,0.278,NA,NA,0.0467484018885952,28.5,"shrub","0",50.8837,0.596540019738961
"af_symalb_8","af","symalb",0.52133064516129,1.6,46.6,0.6,0.609,NA,NA,0.0548281128385821,30,"shrub","0",50.8837,0.596540019738961
"af_vacmem_1","af","vacmem",0.495427135678392,2.3,47.8,0.45,0.508,NA,NA,0.0417456316810503,20.7,"shrub","0",50.8837,0.596540019738961
"af_vacmem_10","af","vacmem",0.532146341463415,1.8,48,0.28,0.624,NA,NA,0.0684084326135551,26.5,"shrub","0",50.8837,0.596540019738961
"af_vacmem_20","af","vacmem",0.48240157480315,2.1,47,0.44,0.493,NA,NA,0.0345468042551649,22.3,"shrub","0",50.8837,0.596540019738961
"af_vacmem_3","af","vacmem",0.491866666666667,2.6,55.6,0.48,0.521,NA,NA,0.0457125963425343,21.6,"shrub","0",50.8837,0.596540019738961
"af_vacmem_4","af","vacmem",0.499310344827586,2.5,49.8,0.3,0.293,NA,NA,0.0572682866077547,19.7,"shrub","0",50.8837,0.596540019738961
"af_vacmem_5","af","vacmem",0.537269372693727,NA,NA,0.68,0.971,0.876,0.759,0.0715725200990978,NA,"shrub","0",50.8837,0.596540019738961
"af_vacmem_6","af","vacmem",0.5284375,2.3,53.3,0.36,0.366,NA,NA,0.0445471835871886,23.7,"shrub","0",50.8837,0.596540019738961
"af_vacmem_7","af","vacmem",0.503524904214559,2.4,48.2,0.55,0.574,NA,NA,0.0502523289779562,20.4,"shrub","0",50.8837,0.596540019738961
"af_vacmem_8","af","vacmem",0.519622641509434,2.2,46.5,0.51,0.677,NA,NA,0.0435660342259846,21,"shrub","0",50.8837,0.596540019738961
"af_vacmem_9","af","vacmem",0.556847826086956,1.8,49.7,0.5,0.864,NA,NA,0.0593974842609525,27.2,"shrub","0",50.8837,0.596540019738961
"af_vibedu_1","af","vibedu",0.445588972431078,2.5,45.1,1.12,0.866,NA,NA,0.0325277123459917,17.8,"shrub","0",50.8837,0.596540019738961
"af_vibedu_11","af","vibedu",0.453521126760563,2.2,43.7,1.24,0.898,NA,NA,0.0895025079146188,20.1,"shrub","0",50.8837,0.596540019738961
"af_vibedu_12","af","vibedu",0.418041666666667,2.6,44.7,1.51,1.345,NA,NA,0.0366181451504263,17.1,"shrub","0",50.8837,0.596540019738961
"af_vibedu_2","af","vibedu",0.504857142857143,1.8,45.4,0.75,0.822,NA,NA,0.0449714428428792,25.6,"shrub","0",50.8837,0.596540019738961
"af_vibedu_3","af","vibedu",0.367279151943463,2.8,44.2,1.12,0.744,NA,NA,0.0297951189048795,15.9,"shrub","0",50.8837,0.596540019738961
"af_vibedu_4","af","vibedu",0.462303664921466,1.6,46.1,0.8,1.085,NA,NA,0.0669188720491716,28.7,"shrub","0",50.8837,0.596540019738961
"af_vibedu_5","af","vibedu",0.491357340720222,8.6,16.9,1.36,1.067,NA,NA,0.0487123445935096,19.6,"shrub","0",50.8837,0.596540019738961
"af_vibedu_6","af","vibedu",0.469494163424124,1.7,45.8,2.17,1.392,NA,NA,0.0475798076955036,27.2,"shrub","0",50.8837,0.596540019738961
"af_vibedu_7","af","vibedu",0.403333333333333,2,45.3,1.18,0.856,NA,NA,0.0399991578382423,23.3,"shrub","0",50.8837,0.596540019738961
"af_vibedu_8","af","vibedu",0.406556776556777,1.8,43.8,0.85,0.571,NA,NA,0.0285684450987733,25.1,"shrub","0",50.8837,0.596540019738961
"kl_acegla_1","kl","acegla",0.560501672240803,3.1,46.7,4.8,40.8,5.136,4.69,0.0229494714570796,15.2,"tree","0",52.1417,0.900663098380162
"kl_acegla_10","kl","acegla",0.419764397905759,2.2,46.5,NA,10.6,NA,NA,0.052427358707562,21.1,"tree","0",52.1417,0.900663098380162
"kl_acegla_11","kl","acegla",0.529595141700405,2.8,46,8.62,5.3,3.4,2.2,0.0355344911116302,16.3,"tree","0",52.1417,0.900663098380162
"kl_acegla_3","kl","acegla",0.563931623931624,2,44.7,4.7,2.546,2.037,NA,0.0280981464583135,22.8,"tree","0",52.1417,0.900663098380162
"kl_acegla_4","kl","acegla",0.565878787878788,2.5,47,5.09,13.1,NA,NA,0.0296220676989977,19.1,"tree","0",52.1417,0.900663098380162
"kl_acegla_5","kl","acegla",0.480858895705521,2.6,45.9,10.7,9.6,6.9,NA,0.0294644827672977,17.5,"tree","0",52.1417,0.900663098380162
"kl_acegla_6","kl","acegla",0.551592592592593,1.8,46.7,5.09,6.1,NA,NA,0.0484091625202861,26.2,"tree","0",52.1417,0.900663098380162
"kl_acegla_7","kl","acegla",0.58782991202346,2.2,45.1,11.87,6.5,8.4,8.1,0.0358718042395407,20.8,"tree","0",52.1417,0.900663098380162
"kl_acegla_8","kl","acegla",0.474857142857143,3.8,46.5,7.8,6.143,8.48,7.224,0.0249794216262136,12.1,"tree","0",52.1417,0.900663098380162
"kl_acegla_9","kl","acegla",0.566019736842105,1.8,46.9,5.09,4.034,NA,NA,0.0437638358913817,25.4,"tree","0",52.1417,0.900663098380162
"kl_alninc_1","kl","alninc",0.469774011299435,2.9,48.6,4.52,3.557,2.765,2.058,0.0538624811938277,16.8,"shrub","0",52.1417,0.900663098380162
"kl_alninc_2","kl","alninc",0.435608974358974,3.2,47.1,4.8,3.575,4.041,3.482,0.0429301144020582,14.9,"shrub","0",52.1417,0.900663098380162
"kl_alninc_3","kl","alninc",0.427993630573248,3.5,49.5,7.14,8.644,2.392,NA,0.0274811882926372,14.3,"shrub","0",52.1417,0.900663098380162
"kl_alninc_4","kl","alninc",0.420271903323263,3.4,47.4,5.09,2.948,3.424,1.496,0.0424478097625907,14.2,"shrub","0",52.1417,0.900663098380162
"kl_alnvir_10","kl","alnvir",0.542178988326848,3.3,47.1,4.81,4.339,4.582,3.381,0.0360492233660427,14.1,"shrub","0",52.1417,0.900663098380162
"kl_alnvir_11","kl","alnvir",0.530736434108527,2.9,47.3,4.53,3.174,2.26,2.133,0.0443969334345964,16.3,"shrub","0",52.1417,0.900663098380162
"kl_alnvir_12","kl","alnvir",0.484481481481481,2.7,47.1,8.7,2.825,2.24,2.688,0.065294778616712,17.7,"shrub","0",52.1417,0.900663098380162
"kl_alnvir_2","kl","alnvir",0.463087248322148,2.7,46.2,3.5,2.833,3.633,3.268,0.0281143746662672,16.9,"shrub","0",52.1417,0.900663098380162
"kl_alnvir_3","kl","alnvir",0.516117216117216,2.5,47.5,3.6,1.582,1.764,1.861,0.0512356924183882,18.9,"shrub","0",52.1417,0.900663098380162
"kl_alnvir_5","kl","alnvir",0.445454545454545,2.8,49,1.71,1.756,2,1.953,0.0558583482313471,17.7,"shrub","0",52.1417,0.900663098380162
"kl_alnvir_6","kl","alnvir",0.403081395348837,3.3,48,1.75,2.288,1.396,1.929,0.0589749809723182,14.4,"shrub","0",52.1417,0.900663098380162
"kl_alnvir_7","kl","alnvir",0.506259842519685,2.6,48,3.15,1.758,2.252,1.074,0.048552155869668,18.3,"shrub","0",52.1417,0.900663098380162
"kl_alnvir_8","kl","alnvir",0.572128514056225,2.7,48.7,3.07,1.828,1.296,1.464,0.0501943229506642,18.2,"shrub","0",52.1417,0.900663098380162
"kl_alnvir_9","kl","alnvir",0.472923076923077,3.3,48.1,4.48,3.809,2.552,2.27,0.0408981434010856,14.5,"shrub","0",52.1417,0.900663098380162
"kl_amealn_1","kl","amealn",0.58578313253012,3.3,46.1,3.57,3.137,1.981,0.922,0.0329787455353231,14.2,"shrub","0",52.1417,0.900663098380162
"kl_amealn_10","kl","amealn",0.647890625,2.6,46.6,2.13,2.259,NA,NA,0.0618022331987274,18.2,"shrub","0",52.1417,0.900663098380162
"kl_amealn_2","kl","amealn",0.628884462151394,2.9,45.4,5.21,3.368,NA,NA,0.0279793344836736,15.9,"shrub","0",52.1417,0.900663098380162
"kl_amealn_3","kl","amealn",0.639861111111111,2.2,46.1,5.3,3.835,NA,NA,0.0445172204885956,20.8,"shrub","0",52.1417,0.900663098380162
"kl_amealn_4","kl","amealn",0.650135869565217,2.4,45.5,3.81,1.66,1.511,1.539,0.0473673846945928,19,"shrub","0",52.1417,0.900663098380162
"kl_amealn_5","kl","amealn",0.615584415584416,2.7,46.4,2.34,1.48,NA,NA,0.0554321210939092,16.9,"shrub","0",52.1417,0.900663098380162
"kl_amealn_6","kl","amealn",0.671060606060606,2.4,45.7,3.5,2.612,NA,NA,0.0406331300933312,19.2,"shrub","0",52.1417,0.900663098380162
"kl_amealn_7","kl","amealn",0.681623931623932,2.4,45,2.86,1.931,NA,NA,0.0303649560333128,18.8,"shrub","0",52.1417,0.900663098380162
"kl_amealn_8","kl","amealn",0.65207100591716,2.4,46,6.38,3.464,2.252,1.985,0.0484014028271007,19.4,"shrub","0",52.1417,0.900663098380162
"kl_amealn_9","kl","amealn",0.619265091863517,2.4,46.2,2.18,2.062,NA,NA,0.0550531246868786,19.5,"shrub","0",52.1417,0.900663098380162
"kl_betpap_10","kl","betpap",0.518656330749354,2.4,48.2,12.06,13.3,NA,NA,0.0730568880740405,20.4,"tree","0",52.1417,0.900663098380162
"kl_betpap_11","kl","betpap",0.588609467455621,1.6,47,11.28,8.2,NA,NA,0.0610049122652587,29,"tree","0",52.1417,0.900663098380162
"kl_betpap_12","kl","betpap",0.559815384615385,2.7,47.9,7.8,10.4,NA,NA,0.0504599868359703,18.1,"tree","0",52.1417,0.900663098380162
"kl_betpap_13","kl","betpap",0.573953488372093,2,47.6,18.83,30.3,NA,NA,0.0497519335021869,23.9,"tree","0",52.1417,0.900663098380162
"kl_betpap_14","kl","betpap",0.600551181102362,1.7,44.5,14.33,23.3,18.6,NA,0.0533913394553475,26,"tree","0",52.1417,0.900663098380162
"kl_betpap_3","kl","betpap",NA,2.5,47.9,NA,NA,NA,NA,NA,19.3,NA,"0",52.1417,0.900663098380162
"kl_betpap_5","kl","betpap",0.612033426183844,1.7,46.3,11.73,12.7,7.9,NA,0.0621941637385217,26.9,"tree","0",52.1417,0.900663098380162
"kl_betpap_6","kl","betpap",0.537444933920705,1.7,45.7,10.48,9.8,NA,NA,0.0544577621863244,27.1,"tree","0",52.1417,0.900663098380162
"kl_betpap_7","kl","betpap",0.552354497354497,2,48.5,13.48,11.9,NA,NA,0.0651772004592961,24.9,"tree","0",52.1417,0.900663098380162
"kl_betpap_8","kl","betpap",0.552325581395349,NA,NA,11.28,15.5,NA,NA,0.0555602958303081,NA,"tree","0",52.1417,0.900663098380162
"kl_betpap_9","kl","betpap",0.571127596439169,2.1,46.6,13.52,17.1,14.9,9.9,0.0392820824222954,22.6,"tree","0",52.1417,0.900663098380162
"kl_corsto_10","kl","corsto",0.561385767790262,2.2,41.7,3.13,3.181,3.748,NA,0.0497391508076341,19.1,"shrub","0",52.1417,0.900663098380162
"kl_corsto_11","kl","corsto",0.498676470588235,1.8,43.4,2.9,3.79,3.949,1.933,0.0301294365823473,24.1,"shrub","0",52.1417,0.900663098380162
"kl_corsto_12","kl","corsto",0.51991452991453,NA,NA,3.34,2.696,NA,NA,NA,NA,"shrub","0",52.1417,0.900663098380162
"kl_corsto_13","kl","corsto",0.54332298136646,1.7,45.2,3.38,2.869,2.002,1.432,0.0580956756605035,26.5,"shrub","0",52.1417,0.900663098380162
"kl_corsto_2","kl","corsto",NA,1.6,46.3,NA,NA,NA,NA,0.0411751414932695,28.9,NA,"0",52.1417,0.900663098380162
"kl_corsto_3","kl","corsto",0.490286738351255,1.6,43.3,3.52,3.183,2.246,2.11,0.0374176416839184,26.4,"shrub","0",52.1417,0.900663098380162
"kl_corsto_5","kl","corsto",0.474265129682997,2,44.7,4.62,2.674,NA,NA,0.0338476976695374,22,"shrub","0",52.1417,0.900663098380162
"kl_corsto_6","kl","corsto",0.517113702623907,1.8,44.6,4.81,3.2,NA,NA,0.0502516695222653,24.7,"shrub","0",52.1417,0.900663098380162
"kl_corsto_7","kl","corsto",0.490549132947977,2.4,44.3,4.71,4.85,4.612,3.148,0.0402250328105597,18.5,"shrub","0",52.1417,0.900663098380162
"kl_corsto_8","kl","corsto",0.511328125,2.1,44,2.15,1.914,NA,NA,0.0510144618936576,20.6,"shrub","0",52.1417,0.900663098380162
"kl_corsto_9","kl","corsto",0.524162679425837,2,44.2,2.76,2.39,NA,NA,0.0468195569028407,22.6,"shrub","0",52.1417,0.900663098380162
"kl_loninv_1","kl","loninv",0.541910447761194,2.3,43.2,1.68,0.992,NA,NA,0.084792844128233,19.2,"shrub","0",52.1417,0.900663098380162
"kl_loninv_10","kl","loninv",0.497411444141689,2,45,2,1.889,2.225,1.602,0.0399736822375293,22.7,"shrub","0",52.1417,0.900663098380162
"kl_loninv_2","kl","loninv",0.480737463126844,2.1,42.2,1.61,1.102,NA,NA,0.0286755881933728,20,"shrub","0",52.1417,0.900663098380162
"kl_loninv_3","kl","loninv",0.66697247706422,NA,NA,2.05,1.256,0.968,NA,0.0695263131546926,NA,"shrub","0",52.1417,0.900663098380162
"kl_loninv_4","kl","loninv",0.472038567493113,1.9,44.5,1.39,1.225,NA,NA,0.0339004001468809,23.3,"shrub","0",52.1417,0.900663098380162
"kl_loninv_5","kl","loninv",0.493732876712329,1.8,45.5,1.02,0.761,NA,NA,0.0603054627080674,24.9,"shrub","0",52.1417,0.900663098380162
"kl_loninv_6","kl","loninv",0.468805970149254,1.7,43.8,1.3,1.494,NA,NA,0.0546124918618646,26.3,"shrub","0",52.1417,0.900663098380162
"kl_loninv_7","kl","loninv",0.566516393442623,2.2,45.7,1.4,1.879,NA,NA,0.0488361562846127,20.8,"shrub","0",52.1417,0.900663098380162
